Reference,Alternative Reference,Application Received,Application Validated,Address,Proposal,Status,Decision,Decision Issued Date,Appeal Status,Appeal Decision
S/ADV/21/1536,PP-10235774,Tue 21 Sep 2021,Thu 14 Oct 2021,Drove Vetenary Clinic Croft Road Swindon SN1 4RW,Display of 2no. signs.,Application Granted,Granted Permission,Fri 17 Dec 2021,Unknown,Not Applicable
S/21/1524,PP-10224585,Fri 17 Sep 2021,Wed 29 Sep 2021,The Old Dairy Badbury Lane Badbury Swindon SN4 0EU,Erection of three barns to provide 42 rooms for use as residential accommodation for travelling film crews.,Unknown,Permission Refused,Fri 17 Dec 2021,Unknown,Not Applicable
S/HOU/21/1519,PP-10224065,Thu 16 Sep 2021,Fri 24 Sep 2021,8 Leamington Grove Swindon SN3 1NU,Erection of single/ two storey side and single storey rear extensions.,Application Granted,Granted Permission,Thu 02 Dec 2021,Unknown,Not Applicable
S/HOU/21/1516,PP-10216539,Thu 16 Sep 2021,Thu 16 Sep 2021,17 Berkeley Road Wroughton Swindon SN4 9BN,Erection of a single storey rear/ side extension.,Application Granted,Granted Permission,Fri 10 Dec 2021,Unknown,Not Applicable
S/LDO/21/1512,Not Applicable,Wed 15 Sep 2021,Fri 05 Nov 2021,Omni Channel Fulfilment Ltd. Dorcan Unit 300 Murdock Road Dorcan Swindon SN3 5SZ,Certificate of lawful development (Proposed) for the erection of a temporary warehouse structure.,Application Granted,Granted Permission,Fri 17 Dec 2021,Unknown,Not Applicable
S/LDP/21/1508,PP-10219231,Wed 15 Sep 2021,Wed 15 Sep 2021,12 Amethyst Road St. Andrews Swindon SN25 2SF,Certificate of lawfulness (Proposed) for the erection of a single storey rear extension.,Application Granted,Granted Permission,Wed 15 Dec 2021,Unknown,Not Applicable
S/HOU/21/1510,PP-10206254,Wed 15 Sep 2021,Tue 28 Sep 2021,4 Doyle Close Taw Hill Swindon SN25 1WQ,Erection of a single storey front/ link extension to garage and partial conversion of double garage to office.,Application Granted,Granted Permission,Tue 14 Dec 2021,Unknown,Not Applicable
S/21/1549,Not Applicable,Tue 14 Sep 2021,Mon 20 Sep 2021,35 Milton Road Swindon SN1 5JA,Change of use from offices (Use Class E) to a 7no. person HMO (Sui Generis).,Application Granted,Granted Permission,Wed 15 Dec 2021,Unknown,Not Applicable
S/HOU/21/1500,PP-10212436,Tue 14 Sep 2021,Tue 14 Sep 2021,37 Whittingham Drive Wroughton Swindon SN4 0TE,Installation of velux windows to front and rear.,Application Granted,Granted Permission,Wed 15 Dec 2021,Unknown,Not Applicable
S/HOU/21/1505,PP-10214877,Tue 14 Sep 2021,Wed 22 Sep 2021,3 Montagu Street Rodbourne Swindon SN2 2HL,Erection of single storey rear extensions and 1 no. rear dormer window.,Application Granted,Granted Permission,Wed 08 Dec 2021,Unknown,Not Applicable
S/PHOU/21/1501,PP-10214806,Tue 14 Sep 2021,Tue 14 Sep 2021,26 Kerrs Way Wroughton Swindon SN4 9EH,"Prior Approval Notification for the erection of a single storey rear extension measuring 4.8m (from original rear wall), 2.6m (maximum height) and 2.6m (height to eaves).",Unknown,Prior Approval not required,Thu 09 Dec 2021,Unknown,Not Applicable
S/HOU/21/1491,PP-10212835,Mon 13 Sep 2021,Mon 13 Sep 2021,49 Belsay Toothill Swindon SN5 8HD,Erection of a first floor rear/side extension and porch.,Application Granted,Granted Permission,Fri 17 Dec 2021,Unknown,Not Applicable
S/21/1495,PP-10203886,Mon 13 Sep 2021,Mon 13 Sep 2021,124 Manchester Road Swindon SN1 2AF,Change of use from Retail (Class E) to a mixed-use development of a restaurant/café (Class E) and hot food takeaway (Sui generis).,Application Granted,Granted Permission,Fri 10 Dec 2021,Unknown,Not Applicable
S/HOU/21/1486,PP-10021314,Sat 11 Sep 2021,Mon 13 Sep 2021,50 Ulysses Road Oakhurst Swindon SN25 2JR,Conversion of an existing car port into a garage.,Application Granted,Granted Permission,Wed 15 Dec 2021,Unknown,Not Applicable
S/21/1482,PP-10138014,Thu 09 Sep 2021,Tue 19 Oct 2021,Swindon Sewerage Treatment Works Barnfield Road Rodbourne Swindon SN2 2DJ,Erection of 2no. connected modular buildings.,Application Granted,Granted Permission,Wed 01 Dec 2021,Unknown,Not Applicable
S/ADV/21/1480,PP-10202470,Thu 09 Sep 2021,Thu 16 Sep 2021,Suzuki Bikes (Bikes Tread Motorcycle Centre) Kennedy Drive Eldene Swindon SN3 3SB,Display of various illuminated and non-illuminated signage.,Application Granted,Granted Permission,Wed 15 Dec 2021,Unknown,Not Applicable
S/HOU/21/1506,Not Applicable,Thu 09 Sep 2021,Mon 13 Sep 2021,15 Brandon Close Grange Park Swindon SN5 6AA,"Erection of first floor and single storey side extensions, detached garage and amendments to external materials.",Application Granted,Granted Permission,Mon 13 Dec 2021,Unknown,Not Applicable
S/HOU/21/1471,PP-10195100,Wed 08 Sep 2021,Wed 08 Sep 2021,21 Stratton Road Stratton St Margaret Swindon SN1 2PN,Erection of a two storey side extension.,Application Granted,Granted Permission,Wed 15 Dec 2021,Unknown,Not Applicable
S/HOU/21/1464,PP-10195460,Tue 07 Sep 2021,Thu 16 Sep 2021,26 Wirral Way Ash Brake Swindon SN25 4WD,Erection of a single storey rear extension,Application Granted,Granted Permission,Wed 15 Dec 2021,Unknown,Not Applicable
S/LDP/21/1468,PP-10192767,Tue 07 Sep 2021,Tue 07 Sep 2021,46 Churchward Avenue Rodbourne Cheney Swindon SN2 1NH,Certificate of lawfulness (Proposed) for the erection of a dormer window to rear and hip to gable enlargement.,Application Granted,Granted Permission,Fri 10 Dec 2021,Unknown,Not Applicable
S/HOU/21/1462,PP-10191825,Mon 06 Sep 2021,Mon 06 Sep 2021,22 St Michaels Avenue Highworth Swindon SN6 7JZ,Erection of a single storey rear extension and conversion garage into living accommodation.,Application Granted,Granted Permission,Mon 13 Dec 2021,Unknown,Not Applicable
S/TPO/21/1458,PP-10073693,Sat 04 Sep 2021,Sat 04 Sep 2021,Wheatley High Street Chiseldon Swindon SN4 0NG,Works to trees within BOS TPO 19 2010.,Application Granted,Granted Permission,Fri 03 Dec 2021,Unknown,Not Applicable
S/HOU/21/1447,PP-10162061,Thu 02 Sep 2021,Thu 02 Sep 2021,16 The Avenue Stanton Fitzwarren Swindon SN6 7SE,Demolition of existing garage and erection of a single storey side extension and porch,Application Granted,Granted Permission,Mon 13 Dec 2021,Unknown,Not Applicable
S/HOU/21/1456,Not Applicable,Thu 02 Sep 2021,Thu 02 Sep 2021,125 Bath Road Old Town Swindon SN1 4AX,Erection of single storey rear extensions.,Application Granted,Granted Permission,Mon 13 Dec 2021,Unknown,Not Applicable
S/HOU/21/1490,Not Applicable,Wed 01 Sep 2021,Wed 01 Sep 2021,4 Verney Close Covingham Swindon SN3 5EF,Erection of a front porch.,Application Granted,Granted Permission,Thu 09 Dec 2021,Unknown,Not Applicable
S/HOU/21/1475,Not Applicable,Wed 01 Sep 2021,Thu 16 Sep 2021,55 Warrener Close Groundwell Swindon SN25 4AH,Erection of a single storey rear extension and dormer window to rear.,Application Granted,Granted Permission,Thu 09 Dec 2021,Unknown,Not Applicable
S/HOU/21/1440,PP-10179109,Wed 01 Sep 2021,Fri 03 Sep 2021,89 Perrys Lane Wroughton Swindon SN4 9AZ,"Erection of single/ two storey side and single storey rear extensions, detached garage and construction of a dropped kerb.",Application Granted,Granted Permission,Fri 17 Dec 2021,Unknown,Not Applicable
S/21/1431,PP-10144168,Tue 31 Aug 2021,Thu 16 Sep 2021,2 Hoopers Place Old Town Swindon SN1 3RA,Erection of a glazed porch enclosure.,Unknown,Permission Refused,Wed 15 Dec 2021,Unknown,Not Applicable
S/LBC/21/1432,PP-10144168,Tue 31 Aug 2021,Thu 16 Sep 2021,2 Hoopers Place Old Town Swindon SN1 3RA,Erection of a glazed porch enclosure.,Unknown,Permission Refused,Wed 15 Dec 2021,Unknown,Not Applicable
S/LDP/21/1429,PP-10157646,Mon 30 Aug 2021,Wed 01 Sep 2021,2 Kenwin Close Stratton St Margaret Swindon SN3 4NY,Certificate of Lawful Development (Proposed) for the erection of a single storey rear extension.,Application Granted,Granted Permission,Wed 01 Dec 2021,Unknown,Not Applicable
S/HOU/21/1425,PP-10159176,Wed 25 Aug 2021,Wed 25 Aug 2021,49 Highworth Road South Marston Swindon SN3 4SF,Erection of a garage front and porch extension.,Application Granted,Granted Permission,Wed 01 Dec 2021,Unknown,Not Applicable
S/LDP/21/1424,Not Applicable,Wed 25 Aug 2021,Wed 25 Aug 2021,6 Warrener Close Groundwell Swindon SN25 4AH,Certificate of Lawfulness (proposed) for the erection of a single storey rear extension.,Application Granted,Granted Permission,Wed 01 Dec 2021,Unknown,Not Applicable
S/HOU/21/1407,PP-10156604,Mon 23 Aug 2021,Tue 07 Sep 2021,8 Glevum Road Stratton St Margaret Swindon SN3 4AF,"Erection of a rear extension, and extension to garage and conversion to habitable space.",Application Granted,Granted Permission,Fri 17 Dec 2021,Unknown,Not Applicable
S/HOU/21/1404,PP-10155652,Mon 23 Aug 2021,Mon 23 Aug 2021,160 Goddard Avenue Old Town Swindon SN1 4HX,Erection of a single storey side extension.,Application Granted,Granted Permission,Fri 10 Dec 2021,Unknown,Not Applicable
S/21/1397,PP-10151641,Sat 21 Aug 2021,Tue 12 Oct 2021,32 & 34 County Road Swindon SN1 2EW,"Change of use of 2no. HMO's to 8no. self-contained flats, erection of a first floor rear extension and 2no. dormer windows to rear.",Unknown,Permission Refused,Fri 03 Dec 2021,Unknown,Not Applicable
S/21/1395,PP-10115690,Fri 20 Aug 2021,Thu 16 Sep 2021,Unit H Newcome Drive Hawksworth Industrial Estate Swindon SN2 1DZ,Installation of cladding and re-modeling of front elevation.,Application Granted,Granted Permission,Wed 15 Dec 2021,Unknown,Not Applicable
S/PHOU/21/1375,Not Applicable,Tue 17 Aug 2021,Tue 17 Aug 2021,113 The Broadway Moredon Swindon SN25 3BW,"Prior Approval Notification for the erection of a single storey rear extension measuring 6m (from original rear wall), 2.35m (maximum height) and 2.15m (height to eaves).",Unknown,Prior Approval required and given,Wed 08 Dec 2021,Unknown,Not Applicable
S/HOU/21/1374,PP-10137764,Tue 17 Aug 2021,Tue 17 Aug 2021,6 Sandringham Road Lawn Swindon SN3 1HP,Erection of a single storey rear and two storey side/front/rear extension and alterations and enlargement of the porch.,Application Granted,Granted Permission,Tue 07 Dec 2021,Unknown,Not Applicable
S/HOU/21/1373,PP-10126675,Tue 17 Aug 2021,Tue 17 Aug 2021,99 Leighton Avenue Park South Swindon SN3 2JG,Erection of a single storey front extension.,Application Granted,Granted Permission,Wed 01 Dec 2021,Unknown,Not Applicable
S/HOU/21/1366,PP-10126204,Fri 13 Aug 2021,Fri 13 Aug 2021,27 Pinehurst Road Swindon SN2 1QE,"Erection of two storey side/rear extension, single storey rear and canopy to the front.",Application Granted,Granted Permission,Fri 03 Dec 2021,Unknown,Not Applicable
S/HOU/21/1353,PP-10123756,Thu 12 Aug 2021,Thu 12 Aug 2021,22 Pound Road Highworth Swindon SN6 7LA,Erection of ground and first floor extensions.,Application Granted,Granted Permission,Thu 02 Dec 2021,Unknown,Not Applicable
S/21/1349,PP-10123259,Wed 11 Aug 2021,Tue 24 Aug 2021,The Old Bakery Kiln Lane Cheney Manor Swindon SN2 2NP,Erection of two storey rear extension and associated works.,Application Granted,Granted Permission,Thu 02 Dec 2021,Unknown,Not Applicable
S/21/1338,PP-10115287,Mon 09 Aug 2021,Thu 19 Aug 2021,Land At Hill Cottage Ermin Street/ Blunsdon Hill Broad Blunsdon Swindon,"Variation of condition 1 (Approved plans list) to previous permission S/RES/19/1773 - Erection of 90no. dwellings, including recreation space, landscaping, road and drainage infrastructure - Reserved Matters from previous outline permission S/OUT/17/1032.",Application Granted,Granted Permission,Fri 17 Dec 2021,Unknown,Not Applicable
S/HOU/21/1355,PP-10114187,Mon 09 Aug 2021,Mon 09 Aug 2021,28 Biddel Springs Highworth Swindon SN6 7BH,"Erection of a single storey rear extension, raising of roof with 2no. dormer windows to front and conversion of garage into habitable accommodation",Application Granted,Granted Permission,Thu 09 Dec 2021,Unknown,Not Applicable
S/HOU/21/1319,PP-10099752,Wed 04 Aug 2021,Wed 04 Aug 2021,60 Moredon Road Moredon Swindon SN25 3DG,Erection of a garden bbq building (retrospective) and erection of outbuilding.,Application Granted,Granted Permission,Wed 01 Dec 2021,Unknown,Not Applicable
S/21/1293,PP-10088301,Fri 30 Jul 2021,Fri 06 Aug 2021,The Limes 21 Green Road Upper Stratton Swindon SN2 7JA,"Change of use of non-residential institution (use class D1) to dwelling (use class C3), demolition of modern extensions with out-buildings and the erection of 5no. dwellings and associated works.",Application Granted,Granted Permission,Thu 23 Dec 2021,Unknown,Not Applicable
S/HOU/21/1221,PP-10045379,Sat 17 Jul 2021,Wed 28 Jul 2021,50 Farrfield Stratton St Margaret Swindon SN2 7QL,Erection of a two storey side/rear extension and single storey rear extension.,Application Granted,Granted Permission,Thu 09 Dec 2021,Unknown,Not Applicable
S/HOU/21/1211,PP-10040330,Thu 15 Jul 2021,Thu 15 Jul 2021,Rose View Widhill Lane Blunsdon Swindon SN26 8BX,Erection of a detached ancillary outbuilding,Application Granted,Granted Permission,Wed 15 Dec 2021,Unknown,Not Applicable
S/HOU/21/1248,Not Applicable,Fri 09 Jul 2021,Thu 22 Jul 2021,1 The Quarries Old Town Swindon SN1 4EX,Erection of new 1.8m high boundary walling/ gates and associated works.,Application Granted,Granted Permission,Thu 09 Dec 2021,Unknown,Not Applicable
S/21/1174,PP-10018722,Thu 08 Jul 2021,Thu 08 Jul 2021,Bridge House Wootton Bassett Road Swindon SN5 8WF,Change of use from retail to car sales (sui generis).,Application Granted,Granted Permission,Tue 14 Dec 2021,Unknown,Not Applicable
S/HOU/21/1169,PP-10013720,Wed 07 Jul 2021,Wed 07 Jul 2021,25 Voyager Drive Oakhurst Swindon SN25 2HR,"Erection of a single storey rear extension, conversion of garage into habitable space.",Application Granted,Granted Permission,Mon 06 Dec 2021,Unknown,Not Applicable
S/21/1241,Not Applicable,Wed 07 Jul 2021,Wed 07 Jul 2021,Farm Buildings Eastrop Farm Shrivenham Road Highworth Swindon,"Change of use of agricultural buildings to provide 3no. dwellings, requiring full re-building of building 1, partial re-building of buildings 2 & 3, consolidation works to the granary, restoration of derelict farm workers cottages to provide 2no. dwellings, together with associated access works, parking and landscaping.",Unknown,Permission Refused,Tue 21 Dec 2021,Unknown,Not Applicable
S/HOU/21/1161,PP-10004995,Tue 06 Jul 2021,Tue 06 Jul 2021,147 Okus Road Swindon SN1 4JY,Erection of a single storey rear extension.,Application Granted,Granted Permission,Thu 09 Dec 2021,Unknown,Not Applicable
S/HOU/21/1149,PP-10000259,Fri 02 Jul 2021,Tue 20 Jul 2021,9 Sarsen Close Swindon SN1 4LA,"Erection of a replacement detached garage with office space above, single storey bay window to main house and access gates.",Application Granted,Granted Permission,Thu 02 Dec 2021,Unknown,Not Applicable
S/HOU/21/1136,PP-09992052,Wed 30 Jun 2021,Wed 30 Jun 2021,73 Malvern Road Gorse Hill Swindon SN2 1AU,Erection of a detached outbuilding.,Unknown,Permission Refused,Thu 16 Dec 2021,Unknown,Not Applicable
S/21/1110,PP-09977518,Fri 25 Jun 2021,Wed 21 Jul 2021,North Star House North Star Avenue Swindon,Installation of doors and louvres to existing substation,Application Granted,Granted Permission,Wed 01 Dec 2021,Unknown,Not Applicable
S/PAOTH/21/1104,PP-09972308,Thu 24 Jun 2021,Wed 25 Aug 2021,539 Cricklade Road Swindon SN2 1AH,Prior Approval Notification for the change of use from betting office (Sui Generis) to use class A3 (restaurants and cafes).,Unknown,Prior Approval required and given,Fri 17 Dec 2021,Unknown,Not Applicable
S/21/1185,Not Applicable,Fri 18 Jun 2021,Mon 21 Jun 2021,Flats1-12 & 14-19 Westlecot House Westlecot Road And Flats 1-6 Apple Grove House Belmont Crescent Old Town Swindon,"Replacement of existing timber windows, doors soffits and fascias with U.P.V.C.",Application Granted,Granted Permission,Wed 15 Dec 2021,Unknown,Not Applicable
S/HOU/21/1030,PP-09887605,Tue 15 Jun 2021,Tue 03 Aug 2021,136 Overbrook Eldene Swindon SN3 6AU,Erection of a two storey rear extension.,Application Granted,Granted Permission,Thu 09 Dec 2021,Unknown,Not Applicable
S/HOU/21/1041,PP-09937995,Tue 15 Jun 2021,Tue 24 Aug 2021,Mill Court Greens Lane Wroughton Swindon SN4 0RJ,"Erection of a single storey side extension, replacement detached garage with loft room over, 2no. dormer window to front, 3no. rooflights to rear and insertion of first floor window on north east elevation.",Application Granted,Granted Permission,Tue 14 Dec 2021,Unknown,Not Applicable
S/21/0980,PP-09890588,Mon 07 Jun 2021,Wed 07 Jul 2021,Unit T12 Equity Trade Centre Hobley Drive Stratton St Margaret Swindon SN3 4NS,"Change of use of part of the unit to bakery shop (Class E), retention of the remainder of the unit for storage and distribution (Class B8), external alterations and installation of plant.",Application Granted,Granted Permission,Fri 10 Dec 2021,Unknown,Not Applicable
S/HOU/21/0960,PP-09902645,Thu 03 Jun 2021,Mon 12 Jul 2021,Bourton Lodge 11 The Avenue Stanton Fitzwarren Swindon SN6 7SE,Erection of a two storey extension to facilitate a garage and living accommodation to first floor with 2 no. dormer windows and conversion of existing garage to living accommodation.,Application Granted,Granted Permission,Tue 07 Dec 2021,Unknown,Not Applicable
S/LBC/21/1119,PP-09876093,Fri 28 May 2021,Tue 29 Jun 2021,Prebendal Farm Icknield Way Bishopstone Swindon SN6 8PT,"Demolition and conversion of existing barns and erection of 2no. new buildings to create 5no. dwellings, with associated garages, landscaping, ancillary development and repairs to Grade II Listed wall without compliance with condition 3 from previous listed building consent S/LBC/18/1710.",Application Granted,Granted Permission,Wed 01 Dec 2021,Unknown,Not Applicable
S/21/0940,PP-09876010,Fri 28 May 2021,Tue 29 Jun 2021,Prebendal Farm Icknield Way Bishopstone Swindon SN6 8PT,"Demolition and conversion of existing barns and erection of 2no. new buildings to create 5no. dwellings, with associated garages, landscaping, ancillary development and repairs to Grade II Listed wall without compliance with conditions 3, 15, 19, 20, 21, 22 and 23 from previous permission S/18/1709.",Application Granted,Granted Permission,Wed 01 Dec 2021,Unknown,Not Applicable
S/21/0923,PP-09878185,Thu 27 May 2021,Fri 25 Jun 2021,Land At Barnfield Close Rodbourne Swindon SN2 2DJ,"Erection of an Electric Vehicle Charging Station, 10no. charging bays and associated electrical substation.",Application Granted,Granted Permission,Thu 02 Dec 2021,Unknown,Not Applicable
S/21/0924,PP-09882123,Thu 27 May 2021,Fri 02 Jul 2021,Kingsbridge Point Clarence Street Swindon SN38 1NL,Extension of ground floor storage area and change of use to 1no. dwelling.,Application Withdrawn,Application Withdrawn,Tue 07 Dec 2021,Unknown,Not Applicable
S/HOU/21/1088,Not Applicable,Fri 21 May 2021,Fri 21 May 2021,75 Elmina Road Swindon SN1 2BH,Erection of a two storey/single storey rear extension.,Application Granted,Granted Permission,Thu 09 Dec 2021,Unknown,Not Applicable
S/RES/21/0868,PP-09782198,Fri 14 May 2021,Fri 14 May 2021,Phase 3 Badbury Park Land At Commonhead Swindon,Erection of 126 no. residential units with associated landscaping and infrastructure works - Reserved Matters application following Outline Planning Permission S/OUT/20/0233.,Unknown,Reserved Matters Approved,Thu 23 Dec 2021,Unknown,Not Applicable
S/21/0858,Not Applicable,Tue 20 Apr 2021,Wed 21 Apr 2021,51 Hythe Road Old Town Swindon SN1 3NY,"Alterations to retail unit and conversion of part of ground floor to 1no. flat, and use of first floor to 1no. flat and associated works.",Application Granted,Granted Permission,Fri 17 Dec 2021,Unknown,Not Applicable
S/21/0653,PP-09636954,Tue 16 Mar 2021,Wed 14 Apr 2021,15 Malthouse Close Blunsdon Swindon SN26 7BG,Erection of 1no. dwelling and associated works.,Unknown,Permission Refused,Wed 08 Dec 2021,Unknown,Not Applicable
S/HOU/21/0431,PP-09569909,Sun 07 Mar 2021,Tue 20 Jul 2021,68 Bowood Road Kingshill Swindon SN1 4LP,Erection of two storey side and single storey rear extensions.,Application Granted,Granted Permission,Wed 08 Dec 2021,Unknown,Not Applicable
S/21/0274,PP-09450928,Thu 11 Feb 2021,Thu 11 Feb 2021,Land At Gateway North Latham Road Abbey Meads Swindon,"Erection of a storage and distribution centre (Use Class B8), with ancillary offices and welfare facilities, service yard, parking areas, landscaping and other associated works.",Application Granted,Granted Permission,Tue 14 Dec 2021,Unknown,Not Applicable
S/20/1509,PP-09275431,Sat 21 Nov 2020,Mon 23 Nov 2020,Great Western Academy William Morris Way Tadpole Garden Village Swindon SN25 2PP,Construction of an all weather sports pitch with perimeter fencing and flood lighting.,Application Granted,Granted Permission,Thu 02 Dec 2021,Unknown,Not Applicable
S/20/1542,Not Applicable,Mon 09 Nov 2020,Fri 22 Jan 2021,Land Adjacent To 62 Westcott Place Swindon SN1 5HW,Erection of 2no. dwellings.,Application Granted,Granted Permission,Tue 07 Dec 2021,Unknown,Not Applicable
S/19/9999,Not Applicable,Tue 17 Sep 2019,Fri 31 Jul 2020,Wat Tyler House Beckhampton Street Swindon SN1 2JG,Poodle Parlour TEST CASE,Unknown,Permission Refused,Wed 08 Dec 2021,Unknown,Not Applicable
S/COND/21/1707,PP-10326661,Mon 25 Oct 2021,Mon 25 Oct 2021,Land South Of Scott Way Wichelstowe Development Area Southern Town Development Swindon Swindon,"Discharge of condition 18 (Ground Contamination) following planning permission S/13/1524 for Southern Town Expansion including up to 4500 dwellings, employment, commercial, shopping, schools, open space, park and ride, roads, sewers and associated works (Variation of extent of infrastructure, phasing and affordable housing, upon S/TIME/13/1521 by the Local Planning Authority, conditions 1, 62, 66 & 67, 73, 76 - 79, 82, 85, 88 - 90, 93 and 95 - 97).",Conditions Discharged,Conditions Discharged,Tue 23 Nov 2021,Unknown,Not Applicable
S/AMEND/21/1708,PP-10335953,Mon 25 Oct 2021,Mon 25 Oct 2021,Land North Of Blackworth Industrial Estate Highworth Swindon,"Non-Material Amendment to previous Planning Application S/17/1771 - relating to external lobby, 4 no. electric vehicle charging spaces, relocation of pole signage, amendments to building, inclusion of ramp and amended road layout.",Minor Amendment Approved,Minor Amendment Approved,Mon 22 Nov 2021,Unknown,Not Applicable
S/PHOU/21/1691,Not Applicable,Fri 22 Oct 2021,Fri 22 Oct 2021,60 Shaftesbury Avenue Park South Swindon SN3 2AB,"Prior Approval Notification for the erection of a single storey rear extension measuring 6m (from original rear wall), 3.8m (maximum height) and 2.5m (height to eaves).",Unknown,Prior Approval not required,Thu 25 Nov 2021,Unknown,Not Applicable
S/PHOU/21/1688,PP-10326549,Thu 21 Oct 2021,Thu 21 Oct 2021,44 Banwell Avenue Park North Swindon SN3 2NJ,"Prior Approval Notification for the erection of a single storey rear extension measuring 3.65m (from original rear wall), 3.70m (maximum height) and 2.50m (height to eaves).",Unknown,Prior Approval not required,Thu 25 Nov 2021,Unknown,Not Applicable
S/HOU/21/1699,Not Applicable,Wed 20 Oct 2021,Wed 20 Oct 2021,12 Deben Crescent Haydon Wick Swindon SN25 3QB,Erection of a single storey rear extension.,Application Granted,Granted Permission,Mon 29 Nov 2021,Unknown,Not Applicable
S/LDP/21/1668,PP-10314396,Mon 18 Oct 2021,Mon 18 Oct 2021,1 Glenwood Close Old Town Swindon SN1 4EB,Certificate of lawfulness (Proposed) for the erection of a single storey rear extension.,Application Granted,Granted Permission,Mon 08 Nov 2021,Unknown,Not Applicable
S/HOU/21/1662,PP-10313168,Mon 18 Oct 2021,Mon 18 Oct 2021,21 Lineacre Close Grange Park Swindon SN5 6DA,"Erection of a single storey rear extension, two storey side extension and porch.",Application Granted,Granted Permission,Mon 29 Nov 2021,Unknown,Not Applicable
S/DEM/21/1655,PP-10307819,Fri 15 Oct 2021,Wed 20 Oct 2021,"Hangers L1, L2, L3 & L4 Orbital Road Wroughton Swindon",Prior approval notification for the demolition of boiler rooms and annexes to 4no. hangers.,Unknown,Prior Approval required and given,Tue 16 Nov 2021,Unknown,Not Applicable
S/HOU/21/1649,PP-10301127,Wed 13 Oct 2021,Wed 13 Oct 2021,10 Tudor Crescent Stratton St Margaret Swindon SN3 4JU,Erection of two storey side and single storey front and rear extensions.,Application Granted,Granted Permission,Mon 29 Nov 2021,Unknown,Not Applicable
S/HOU/21/1664,Not Applicable,Mon 11 Oct 2021,Mon 11 Oct 2021,80 Fairlawn Liden Swindon SN3 6EU,Erection of a single storey rear extension.,Application Granted,Granted Permission,Wed 17 Nov 2021,Unknown,Not Applicable
S/HOU/21/1665,Not Applicable,Mon 11 Oct 2021,Mon 11 Oct 2021,3 Watling Close Rodbourne Swindon SN2 2BU,Erection of a single storey rear extension.,Application Granted,Granted Permission,Wed 17 Nov 2021,Unknown,Not Applicable
S/HOU/21/1639,PP-10293449,Mon 11 Oct 2021,Wed 13 Oct 2021,8 Wild Acre Wanborough Swindon SN4 0BW,Erection of a ground floor front extension,Application Granted,Granted Permission,Mon 29 Nov 2021,Unknown,Not Applicable
S/HOU/21/1627,PP-10286026,Fri 08 Oct 2021,Fri 08 Oct 2021,124 Wheeler Avenue Stratton St Margaret Swindon SN2 7HN,"Erection of a single storey front, side and rear extension.",Application Granted,Granted Permission,Mon 29 Nov 2021,Unknown,Not Applicable
S/HOU/21/1623,PP-10282549,Thu 07 Oct 2021,Thu 07 Oct 2021,3 Ray Close Haydon Wick Swindon SN25 3LY,Erection of a single storey rear extension.,Application Granted,Granted Permission,Thu 25 Nov 2021,Unknown,Not Applicable
S/TC/21/1624,PP-10282689,Thu 07 Oct 2021,Thu 07 Oct 2021,Lechlade Road Highworth Swindon,"Prior approval notification application for the installation of an 18m. ""slim line"" phase 8 monopole with wraparound cabinet at base, 3no. additional ancillary equipment cabinets and associated ancillary works.",Unknown,Prior Approval Refused,Tue 30 Nov 2021,Unknown,Not Applicable
S/LDP/21/1618,PP-10277557,Wed 06 Oct 2021,Wed 06 Oct 2021,131 Bourne Road Moredon Swindon SN2 2JP,Certificate of lawfulness (Proposed) for the erection of a detached annex to rear.,Application Granted,Granted Permission,Fri 19 Nov 2021,Unknown,Not Applicable
S/PHOU/21/1619,Not Applicable,Wed 06 Oct 2021,Wed 06 Oct 2021,27 Chickerell Road Park North Swindon SN3 2RQ,"Prior Approval Notification for the erection of a single storey rear extension measuring 5.0m (from original rear wall), 2.8m (maximum height) and 2.6m (height to eaves).",Unknown,Prior Approval not required,Tue 16 Nov 2021,Unknown,Not Applicable
S/HOU/21/1622,PP-10278570,Wed 06 Oct 2021,Wed 06 Oct 2021,1 Marsh Farm Cottages Shrivenham Road Swindon SN1 2NJ,Erection of a single storey rear extension.,Application Granted,Granted Permission,Mon 08 Nov 2021,Unknown,Not Applicable
S/HOU/21/1605,PP-10279904,Wed 06 Oct 2021,Wed 06 Oct 2021,Cherry Orchard House Chapel Lane Wanborough Swindon SN4 0AJ,Erection of two storey front and side extensions and single storey rear extension.,Application Granted,Granted Permission,Wed 17 Nov 2021,Unknown,Not Applicable
S/EIA/21/1617,Not Applicable,Wed 06 Oct 2021,Wed 06 Oct 2021,Land North Of Redlands Farm Wanborough Road Swindon,Request for Environmental Impact Assessment (EIA) Scoping Opinion for proposed development.,Unknown,EIA Scoping Opinion,Fri 19 Nov 2021,Unknown,Not Applicable
S/PHOU/21/1606,Not Applicable,Wed 06 Oct 2021,Wed 06 Oct 2021,16 Corby Avenue Lakeside Swindon SN3 1PX,"Prior Approval Notification for the erection of a single storey rear extension measuring 5.5m (from original rear wall), 2.8m (maximum height) and 2.5m (height to eaves).",Unknown,Prior Approval not required,Fri 05 Nov 2021,Unknown,Not Applicable
S/HOU/21/1599,PP-10268349,Mon 04 Oct 2021,Mon 04 Oct 2021,4 Taylor Crescent Kingsdown Swindon SN3 4UY,Erection of a single storey rear extension and conversion of garage into habitable space.,Application Granted,Granted Permission,Mon 22 Nov 2021,Unknown,Not Applicable
