Reference,Alternative Reference,Application Received,Application Validated,Address,Proposal,Status,Decision,Decision Issued Date,Appeal Status,Appeal Decision 
S/LDP/21/0588,PP-09692166,Thu 01 Apr 2021,Wed 12 May 2021,4 Greenham Walk Walcot Swindon SN3 2PW,Erection of a front porch.,Unknown,Permission Refused,Mon 26 Jul 2021,Unknown,Not Applicable
S/21/0745,Not Applicable,Thu 01 Apr 2021,Wed 05 May 2021,Farm Buildings Eastrop Farm Highworth Swindon,Retention and completion of 3 no. dwellings and associated works.,Unknown,Permission Refused,Thu 15 Jul 2021,Unknown,Not Applicable
S/21/0579,PP-09685853,Wed 31 Mar 2021,Wed 31 Mar 2021,The Lawn Medical Centre Guildford Avenue Lawn Swindon SN3 1JL,"Erection of an entrance lobby, 2no. dormer windows, alterations to reception window and extension of bin store",Application Granted,Granted Permission,Tue 13 Jul 2021,Unknown,Not Applicable
S/HOU/21/0571,PP-09687340,Tue 30 Mar 2021,Tue 11 May 2021,32 & 34 County Road Swindon SN1 2EW,"Change of use from 2no houses in multiple occupancy to 8no self contained flats, erection of a first floor rear extension and 2no. dormer windows to rear.",Application Withdrawn,Application Withdrawn,Wed 21 Jul 2021,Unknown,Not Applicable
S/HOU/21/0557,PP-09681727,Sun 28 Mar 2021,Mon 29 Mar 2021,32 Bouverie Avenue Lakeside Swindon SN3 1PZ,Erection of two storey side and single storey rear extensions.,Application Granted,Granted Permission,Fri 02 Jul 2021,Unknown,Not Applicable
S/LDP/21/0556,PP-09669835,Sat 27 Mar 2021,Thu 13 May 2021,6 Furze Close Swindon SN5 5DB,Certificate of Lawfulness (proposed) for the erection of a conservatory and conversion of part of garage into living accommodation.,Application Granted,Granted Permission,Fri 16 Jul 2021,Unknown,Not Applicable
S/LDP/21/0528,PP-09546232,Tue 23 Mar 2021,Tue 04 May 2021,27 Cornmarsh Way Covingham Swindon SN3 5DG,Certificate of lawfulness (Proposed) for the erection of 2no. rear dormer windows.,Unknown,Permission Refused,Tue 06 Jul 2021,Unknown,Not Applicable
S/LBC/21/0534,PP-09661018,Tue 23 Mar 2021,Wed 21 Apr 2021,Glebe House 4 Queens Road Hannington Swindon SN6 7RP,Erection of extension to existing garage and the installation of an external swimming pool.,Application Granted,Granted Permission,Fri 30 Jul 2021,Unknown,Not Applicable
S/HOU/21/0533,PP-09661018,Tue 23 Mar 2021,Wed 21 Apr 2021,Glebe House 4 Queens Road Hannington Swindon SN6 7RP,Erection of extension to existing garage and the installation of an external swimming pool.,Application Granted,Granted Permission,Fri 30 Jul 2021,Unknown,Not Applicable
S/COND/21/0517,PP-09648930,Fri 19 Mar 2021,Fri 19 Mar 2021,Redlands Eastern Villages Swindon,Discharge of condition 16 (Public Art Strategy/ Brief for Artists' Commissions) from previous outline permission S/OUT/16/0021.,Unknown,Conditions Partially Discharged,Fri 02 Jul 2021,Unknown,Not Applicable
S/AMEND/21/0671,Not Applicable,Fri 19 Mar 2021,Thu 15 Apr 2021,67 - 69 Victoria Road Old Town Swindon,Non-Material Amendment in relation to floor layouts to planning permission S/TIME/11/0547 for the demolition of existing retail units and erection of 13 no. apartments.,Minor Amendment Approved,Minor Amendment Approved,Wed 21 Jul 2021,Unknown,Not Applicable
S/HOU/21/0649,Not Applicable,Tue 16 Mar 2021,Tue 16 Mar 2021,10 Ridgeway Road Queensfield Swindon SN2 7RX,Erection of a detached annexe and detached garage.,Application Granted,Granted Permission,Thu 15 Jul 2021,Unknown,Not Applicable
S/21/0459,PP-09616927,Thu 11 Mar 2021,Wed 07 Apr 2021,Land To The Rear Of 1 & 2 Park Lane Swindon SN1 5HG,Erection of 1no. dwelling.,Application Granted,Granted Permission,Tue 06 Jul 2021,Unknown,Not Applicable
S/HOU/21/0428,PP-09596718,Sat 06 Mar 2021,Mon 08 Mar 2021,21 Buckingham Road Lawn Swindon SN3 1HZ,"Erection of a single storey rear extension, single storey front extension, first floor side extension, detached double garage and associated works.",Application Granted,Granted Permission,Wed 14 Jul 2021,Unknown,Not Applicable
S/21/0405,PP-09575123,Wed 03 Mar 2021,Thu 08 Apr 2021,Land At Little Rose Lane Blunsdon Swindon,"Change of use from agriculture to equestrian and erection of stables with feed store, tack store, manege and new access.",Application Granted,Granted Permission,Mon 26 Jul 2021,Unknown,Not Applicable
S/HOU/21/0384,PP-09570810,Tue 02 Mar 2021,Tue 25 May 2021,69 Oxford Road Stratton St Margaret Swindon SN3 4JB,Erection of a single storey log cabin to rear.,Application Granted,Granted Permission,Tue 20 Jul 2021,Unknown,Not Applicable
S/HOU/21/0348,PP-09547696,Thu 25 Feb 2021,Wed 17 Mar 2021,The Old Stable Hampton Lane Hampton Swindon SN6 7RL,Conversion of garage into habitable space and erection of a single storey link and extension.,Application Withdrawn,Application Withdrawn,Fri 09 Jul 2021,Unknown,Not Applicable
S/HOU/21/0353,PP-09562927,Thu 25 Feb 2021,Thu 25 Feb 2021,Beech Cottage 48 Trenchard Road Stanton Fitzwarren Swindon SN6 7RZ,Enlargement of the existing parking area to create an additional parking space.,Application Granted,Granted Permission,Tue 20 Jul 2021,Unknown,Not Applicable
S/LBC/21/0349,PP-09547696,Thu 25 Feb 2021,Wed 17 Mar 2021,The Old Stable Hampton Lane Hampton Swindon SN6 7RL,Conversion of garage into habitable space and erection of a single storey link and extension.,Application Withdrawn,Application Withdrawn,Fri 09 Jul 2021,Unknown,Not Applicable
S/ADV/21/0334,PP-09559060,Wed 24 Feb 2021,Tue 16 Mar 2021,Bus Shelter Land To The Front Of 474 Cricklade Road Swindon SN2 7BG,Display of a double sided advertising panel.,Application Granted,Granted Permission,Fri 02 Jul 2021,Unknown,Not Applicable
S/21/0317,PP-09543252,Sat 20 Feb 2021,Mon 15 Mar 2021,The Chalet Harrow Close Stratton St Margaret Swindon SN3 4QD,Demolition of existing building and erection of 2no. dwellings.,Application Granted,Granted Permission,Fri 09 Jul 2021,Unknown,Not Applicable
S/21/0381,Not Applicable,Mon 08 Feb 2021,Tue 02 Mar 2021,Farm Buildings Eastrop Farm Shrivenham Road Highworth Swindon,"Change of use of agricultural buildings to provide 3no. dwellings requiring full re-building of Building 1; partial rebuilding of Building 2 and Building 3; and consolidation works to the Granary; and restoration of derelict farmworkers cottages to provide 2 dwellings, together with associated access works, parking and landscaping.",Application Withdrawn,Application Withdrawn,Fri 09 Jul 2021,Unknown,Not Applicable
S/RES/21/0188,PP-09345309,Thu 28 Jan 2021,Fri 05 Mar 2021,Parcel 8B West Boulevard Middle Wichel District Centre Wichelstowe Swindon,"Erection of a care home with 83no. bedrooms, associated communal accommodation, parking and landscaped gardens - Reserved Matters from previous permission S/13/1524.",Unknown,Reserved Matters Approved,Wed 07 Jul 2021,Unknown,Not Applicable
S/21/0222,Not Applicable,Thu 21 Jan 2021,Thu 21 Jan 2021,101 Stratton Road Stratton St Margaret Swindon SN1 2NY,"Change of use of ground floor from residential dwelling (Use Class C3) to Retail (Use Class E) & Hair Salon (Use Class E), self-contained flat at first floor level (Use Class C3) and existing garage to Storage (Use Class B8).",Application Granted,Granted Permission,Mon 19 Jul 2021,Unknown,Not Applicable
S/21/0129,PP-09423019,Wed 20 Jan 2021,Wed 10 Feb 2021,99 Beaulieu Close Toothill Swindon SN5 8AJ,Erection of a single storey rear extension without compliance with condition 3 (Drawings) from previous permission S/HOU/19/0494.,Unknown,Permission Refused,Tue 06 Jul 2021,Unknown,Not Applicable
S/LBC/21/0126,PP-09433822,Tue 19 Jan 2021,Thu 11 Feb 2021,Liddington Manor The Street Liddington Swindon SN4 0HD,Internal and external alterations to the kitchen consisting of insertion of a window to the north elevation; removal of wall linings to east wall; removal of suspended ceiling; investigatory works to the floor; and the removal of a partition between the pantry and the kitchen.,Application Granted,Granted Permission,Wed 28 Jul 2021,Unknown,Not Applicable
S/HOU/21/0200,Not Applicable,Mon 18 Jan 2021,Tue 16 Mar 2021,The Manor House Hodson Road Chiseldon Swindon SN4 0LN,Erection of replacement side walls and gate to vehicle entrance.,Application Granted,Granted Permission,Thu 29 Jul 2021,Unknown,Not Applicable
S/HOU/21/0155,Not Applicable,Thu 07 Jan 2021,Thu 07 Jan 2021,16 Okus Road Swindon SN1 4JQ,Erection of balcony and external steps to rear.,Application Granted,Granted Permission,Fri 30 Jul 2021,Unknown,Not Applicable
S/AMEND/21/0020,PP-09394462,Wed 06 Jan 2021,Wed 06 Jan 2021,Common Farm 103 Eastrop Highworth Swindon SN6 7PP,Non-Material Amendment following planning permission S/20/0429 for the construction of an all weather exercise track and associated works.,Minor Amendment Refused,Minor Amendment Refused,Tue 13 Jul 2021,Unknown,Not Applicable
S/RES/21/0008,PP-09351973,Mon 04 Jan 2021,Fri 08 Jan 2021,Parcel 6 The Orchards Wichelstowe Swindon,Erection of 106no. dwellings and associated works - Reserved Matters from previous permission S/13/1524.,Unknown,Reserved Matters Approved,Fri 09 Jul 2021,Unknown,Not Applicable
S/COND/21/0010,PP-09351998,Mon 04 Jan 2021,Mon 04 Jan 2021,Parcel 5 Wichel Fields Wichelstowe SWindon,"Discharge of condition 9 (Existing Vegetation Protection), 15 (Foul Water Drainage Strategy), 16 (Surface Water Strategy), 31 (Affordable Housing) and 35 (Construction Management Plan) from previous permission S/13/1524.",Conditions Discharged,Conditions Discharged,Mon 05 Jul 2021,Unknown,Not Applicable
S/20/1505,PP-09259078,Thu 19 Nov 2020,Thu 19 Nov 2020,33 Morse Street Swindon SN1 5QR,Change of use from 2 no. dwellings to 3 no. dwellings and erection of an external staircase.,Unknown,Permission Refused,Mon 26 Jul 2021,Unknown,Not Applicable
S/COND/20/1361,PP-09177058,Tue 20 Oct 2020,Tue 20 Oct 2020,Redlands Eastern Villages Swindon,Discharge of condition 39 (Thames Water - Waste Water) from previous permission S/OUT/16/0021.,Conditions Discharged,Conditions Discharged,Wed 14 Jul 2021,Unknown,Not Applicable
S/20/1322,Not Applicable,Thu 08 Oct 2020,Wed 03 Mar 2021,Grove House Back Lane Blunsdon Swindon SN26 7BJ,"Erection of a single dwelling, detached garage and associated works.",Application Granted,Granted Permission,Thu 15 Jul 2021,Unknown,Not Applicable
S/20/1263,PP-09116293,Thu 01 Oct 2020,Tue 13 Oct 2020,42 Victoria Road Old Town Swindon SN1 3AY,Change of use from 6 no. bedroom HMO to 9 no. bedroom (9 persons) HMO incorporating the erection of a two storey rear extension.,Application Granted,Granted Permission,Tue 20 Jul 2021,Unknown,Not Applicable
S/HOU/20/1076,PP-09006103,Mon 24 Aug 2020,Mon 24 Aug 2020,11 St Helens View Old Town Swindon SN1 4JN,Erection of a ground/lower floor rear extension.,Application Granted,Granted Permission,Tue 13 Jul 2021,Unknown,Not Applicable
S/OUT/20/0260,Not Applicable,Wed 19 Feb 2020,Wed 26 Feb 2020,24 - 26 Fleet Street Swindon SN1 1RQ,"Outline application for demolition of 24 - 26 Fleet Street and erection of 2no. commercial units (A1,A2,B1, D1 & D2 uses), up to 25no. apartments and associated works - Access and Layout not reserved.",Application Granted,Granted Permission,Tue 13 Jul 2021,Unknown,Not Applicable
S/COND/21/1052,PP-09911888,Wed 16 Jun 2021,Wed 16 Jun 2021,The Great Western Hospital Marlborough Road Swindon SN3 6BB,Discharge of conditions 7 (Travel Plan) and 8 (Car Park Management Plan) from previous permission S/20/1483.,Conditions Discharged,Conditions Discharged,Tue 22 Jun 2021,Unknown,Not Applicable
S/COND/21/1051,PP-09911798,Wed 16 Jun 2021,Wed 16 Jun 2021,The Great Western Hospital Marlborough Road Swindon SN3 6BB,Discharge of condition 5 (Travel Plan) and 6 (Car Park Management Plan) from previous permission S/20/1484.,Conditions Discharged,Conditions Discharged,Tue 22 Jun 2021,Unknown,Not Applicable
S/COND/21/1053,PP-09911952,Wed 16 Jun 2021,Wed 16 Jun 2021,The Great Western Hospital Marlborough Road Swindon SN3 6BB,Discharge of conditions 9 (Car Park Management Plan) and 12 (Travel Plan) from previous permission S/20/1482.,Conditions Discharged,Conditions Discharged,Tue 22 Jun 2021,Unknown,Not Applicable
S/COND/21/0908,PP-09869796,Mon 24 May 2021,Mon 24 May 2021,Units 7-11 Carriage Works London Street Railway Village Swindon SN1 5FB,Discharge of condition 3 (Cabin and Alcove Doors - Repair Methodology) and 15 (Masonry Jack Arch Demolition Sketch) from previous consent S/LBC/20/1687.,Conditions Discharged,Conditions Discharged,Mon 14 Jun 2021,Unknown,Not Applicable
S/PHOU/21/0878,PP-09849381,Tue 18 May 2021,Tue 18 May 2021,76 Sams Lane Blunsdon Swindon SN26 7AZ,"Prior Approval Notification for the erection of a single storey rear extension measuring 5.0m (from original rear wall), 3.9m (maximum height) and 3.7m (height to eaves).",Unknown,Prior Approval required and given,Mon 21 Jun 2021,Unknown,Not Applicable
S/PHOU/21/0855,Not Applicable,Wed 12 May 2021,Wed 12 May 2021,21 Kerrs Way Wroughton Swindon SN4 9EJ,"Prior Approval Notification for the erection of a single storey rear extension measuring 5.0m (from original rear wall), 2.35m (maximum height) and 2.15m (height to eaves).",Unknown,Prior Approval not required,Fri 11 Jun 2021,Unknown,Not Applicable
S/AMEND/21/0847,PP-09797559,Tue 11 May 2021,Tue 11 May 2021,Parcel 4.5 And 4.6 Tadpole Garden Village Swindon,"Non-Material Amendment following planning permission S/20/0496 - Change of facing materials on plots 118,122 and 124 granted under planning permission S/20/0496, to include part render.",Minor Amendment Approved,Minor Amendment Approved,Wed 30 Jun 2021,Unknown,Not Applicable
S/PHOU/21/0842,PP-09805895,Mon 10 May 2021,Mon 10 May 2021,1 Three Sisters Road Wanborough Swindon SN4 0EL,"Prior Approval Notification for the erection of a single storey rear extension measuring 4.10m (from original rear wall), 3.60m (maximum height) and 2.65m (height to eaves).",Unknown,Prior Approval not required,Fri 18 Jun 2021,Unknown,Not Applicable
S/PHOU/21/0835,Not Applicable,Mon 10 May 2021,Mon 10 May 2021,8 Derwent Drive Stratton St Margaret Swindon SN2 7NH,"Prior Approval Notification for the erection of a single storey rear extension measuring 4.0m (from original rear wall), 3.55m (maximum height) and 2.3m (height to eaves).",Unknown,Prior Approval not required,Fri 18 Jun 2021,Unknown,Not Applicable
S/AMEND/21/0834,PP-09825319,Mon 10 May 2021,Mon 10 May 2021,Pagoda 2 Pagoda Park Westmead Swindon SN5 7UN,"Non-Material Amendment following planning permission S/20/0685 for the installation of overclading of the existing roof finish, resulting in approximately 200mm additional height.",Minor Amendment Approved,Minor Amendment Approved,Wed 23 Jun 2021,Unknown,Not Applicable
S/TWC/21/0985,09812104,Wed 05 May 2021,Wed 05 May 2021,The Old Mill Hocker Bench Bishopstone Swindon SN6 8QE,Works to trees within a Conservation Area.,Application Granted,Granted Permission,Fri 25 Jun 2021,Unknown,Not Applicable
S/PHOU/21/0814,Not Applicable,Wed 05 May 2021,Wed 05 May 2021,28 Mellow Ground Haydon Wick Swindon SN25 1QJ,"Prior Approval Notification for the erection of a single storey rear extension measuring 3.31m (from original rear wall), 3.68m (maximum height) and 2.25m (height to eaves).",Unknown,Prior Approval not required,Wed 16 Jun 2021,Unknown,Not Applicable
S/HOU/21/0793,PP-09808120,Wed 05 May 2021,Wed 05 May 2021,26 Cranborne Chase Taw Hill Swindon SN25 1FH,Conversion of part of garage into habitable space.,Application Granted,Granted Permission,Wed 30 Jun 2021,Unknown,Not Applicable
S/HOU/21/0782,PP-09795463,Tue 04 May 2021,Tue 04 May 2021,9 Campion Gate Grange Park Swindon SN5 6JN,Erection of a single storey side extension.,Application Granted,Granted Permission,Mon 28 Jun 2021,Unknown,Not Applicable
S/AMEND/21/0786,PP-09630394,Tue 04 May 2021,Tue 04 May 2021,Lynt Farm Lynt Farm Lane Inglesham Swindon SN6 7QZ,"Non-Material Amendment following planning permission S/18/0944 for the demolition of modern buildings and redevelopment of historic buildings to provide 3no. dwellings with associated parking and landscaping, including use of The Coach House as a conventional dwelling.",Minor Amendment Approved,Minor Amendment Approved,Thu 10 Jun 2021,Unknown,Not Applicable
S/HOU/21/0912,Not Applicable,Mon 03 May 2021,Tue 04 May 2021,6 Hampton Drive Grange Park Swindon SN5 6HF,Erection of first floor side and single storey rear extensions.,Application Granted,Granted Permission,Tue 29 Jun 2021,Unknown,Not Applicable
S/HOU/21/0785,PP-09798074,Sun 02 May 2021,Mon 10 May 2021,5 Cambrai Road Chiseldon Swindon SN4 0JD,Erection of a single storey rear extension.,Application Granted,Granted Permission,Fri 18 Jun 2021,Unknown,Not Applicable
S/21/0790,PP-09791923,Sun 02 May 2021,Fri 14 May 2021,Forked Elm Broad Bush Blunsdon Swindon SN26 7ES,Change of use of part of agricultural farmyard to use class B8 for lorry storage purposes.,Application Withdrawn,Application Withdrawn,Tue 22 Jun 2021,Unknown,Not Applicable
S/21/0775,PP-09779093,Fri 30 Apr 2021,Fri 30 Apr 2021,Eastcott Veterinary Hospital Edison Park Hindle Way Dorcan Swindon SN3 3FR,Erection of a single storey entrance lobby extension.,Application Granted,Granted Permission,Fri 25 Jun 2021,Unknown,Not Applicable
S/HOU/21/0772,PP-09793877,Fri 30 Apr 2021,Fri 30 Apr 2021,10 Beranburh Field Wroughton Swindon SN4 0QL,Erection of new front porch.,Application Granted,Granted Permission,Fri 25 Jun 2021,Unknown,Not Applicable
S/HOU/21/0772,PP-09793877,Fri 30 Apr 2021,Fri 30 Apr 2021,10 Beranburh Field Wroughton Swindon SN4 0QL,Erection of new front porch.,Application Granted,Granted Permission,Fri 25 Jun 2021,Unknown,Not Applicable
S/TWC/21/0917,Not Applicable,Thu 29 Apr 2021,Thu 29 Apr 2021,Sheps Cottage The Street Castle Eaton Swindon SN6 6JZ,Works to trees in a conservation area.,Application Granted,Granted Permission,Fri 25 Jun 2021,Unknown,Not Applicable
S/HOU/21/0770,PP-09792282,Thu 29 Apr 2021,Thu 29 Apr 2021,Hill Lodge Church Road Wanborough Swindon SN4 0DQ,"Erection of single storey side extension, entrance gates and associated piers / flanking walls.",Application Granted,Granted Permission,Tue 29 Jun 2021,Unknown,Not Applicable
S/PHOU/21/0771,Not Applicable,Thu 29 Apr 2021,Thu 29 Apr 2021,9 Truscott Avenue Redhouse Swindon SN25 2GR,"Prior Approval Notification for the erection of a conservatory to rear measuring 3.1m (from original rear wall), 3.5m (maximum height) and 2.4m (height to eaves).",Unknown,Prior Approval not required,Wed 09 Jun 2021,Unknown,Not Applicable
S/LDP/21/0753,PP-09784850,Wed 28 Apr 2021,Wed 28 Apr 2021,29 Lytchett Way Nythe Swindon SN3 3PL,Certificate of lawfulness (Proposed) for the erection of a front porch.,Unknown,Permission Refused,Wed 23 Jun 2021,Unknown,Not Applicable
S/TC/21/0760,PP-09786348,Wed 28 Apr 2021,Wed 28 Apr 2021,Land At Junction Of Redhouse Way And Thamesdown Drive Swindon,Installation of a 20m monopole and 4no. equipment cabinets and ancillary works.,Unknown,Prior Approval Refused,Wed 23 Jun 2021,Unknown,Not Applicable
S/HOU/21/0763,PP-09787458,Wed 28 Apr 2021,Wed 28 Apr 2021,32 Conisborough Toothill Swindon SN5 8ES,Erection of a single storey side extension.,Application Granted,Granted Permission,Wed 23 Jun 2021,Unknown,Not Applicable
S/LDP/21/0766,PP-09786617,Wed 28 Apr 2021,Wed 28 Apr 2021,121 Mulberry Grove Rodbourne Cheney Swindon SN2 1JB,Certificate of lawfulness (Proposed) for the erection of a single storey rear extension.,Application Granted,Granted Permission,Wed 23 Jun 2021,Unknown,Not Applicable
S/PHOU/21/0761,Not Applicable,Wed 28 Apr 2021,Wed 12 May 2021,27 Hunt Street Old Town Swindon SN1 3HW,"Prior Approval Notification for the erection of a single storey rear extension measuring 6.0m (from original rear wall), 3.3m (maximum height) and 2.25m (height to eaves).",Unknown,Prior Approval Refused,Mon 21 Jun 2021,Unknown,Not Applicable
S/HOU/21/0744,PP-09577044,Tue 27 Apr 2021,Tue 27 Apr 2021,Crossways Hinton Parva Lane Hinton Parva Swindon SN4 0DH,"Erection of a single storey rear extension, porch and replacement of roof.",Application Granted,Granted Permission,Mon 21 Jun 2021,Unknown,Not Applicable
S/COND/21/0750,PP-09782474,Tue 27 Apr 2021,Tue 27 Apr 2021,Convenience Store Diamond Crescent Abbey Farm Swindon,Discharge of condition 18 (Construction Management Plan) from previous permission S/20/1262.,Conditions Discharged,Conditions Discharged,Mon 14 Jun 2021,Unknown,Not Applicable
S/TWC/21/0881,Not Applicable,Mon 26 Apr 2021,Mon 26 Apr 2021,Church View Church Lane Bishopstone Swindon SN6 8PY,Works to tree within a Conservation Area.,Application Granted,Granted Permission,Fri 25 Jun 2021,Unknown,Not Applicable
S/HOU/21/0740,PP-09769149,Mon 26 Apr 2021,Mon 26 Apr 2021,8 Stadium View St Andrews Ridge Swindon SN25 4ES,Conversion of garage into habitable space - Retrospective.,Application Granted,Granted Permission,Fri 18 Jun 2021,Unknown,Not Applicable
S/PHOU/21/0743,Not Applicable,Fri 23 Apr 2021,Fri 23 Apr 2021,43 Derwent Drive Stratton St Margaret Swindon SN2 7NL,"Prior Approval Notification for the erection of a single storey rear extension measuring 3.42m (from original rear wall), 2.55m (maximum height) and 2.35m (height to eaves).",Unknown,Prior Approval Refused,Wed 02 Jun 2021,Unknown,Not Applicable
S/LDP/21/0733,PP-09767861,Fri 23 Apr 2021,Fri 23 Apr 2021,25 Clifton Street Kingshill Swindon SN1 3PY,Certificate of Lawfulness (proposed) for the erection of a single storey rear extensions.,Application Granted,Granted Permission,Fri 25 Jun 2021,Unknown,Not Applicable
S/TWC/21/0877,Not Applicable,Fri 23 Apr 2021,Fri 23 Apr 2021,Carramar Kite Hill Wanborough Swindon SN4 0DD,Works to trees within a Conservation Area.,Application Granted,Granted Permission,Fri 25 Jun 2021,Unknown,Not Applicable
S/COND/21/0730,PP-09770454,Fri 23 Apr 2021,Fri 23 Apr 2021,19 Allington Road Penhill Swindon SN2 5LB,Discharge of Condition 3 (Arboricultural Method Statement) from Householder Planning Permission S/HOU/21/0113 - Erection of a two storey side extension.,Conditions Discharged,Conditions Discharged,Thu 17 Jun 2021,Unknown,Not Applicable
S/HOU/21/0734,PP-09771219,Fri 23 Apr 2021,Fri 23 Apr 2021,80 Priors Hill Wroughton Swindon SN4 0RW,Erection of a single storey rear extension and enclosure of front porch.,Application Granted,Granted Permission,Tue 29 Jun 2021,Unknown,Not Applicable
S/HOU/21/0723,PP-09766786,Thu 22 Apr 2021,Thu 22 Apr 2021,14 Castlefield Close Eastleaze Swindon SN5 7EG,Erection of a two storey side extension.,Application Granted,Granted Permission,Fri 25 Jun 2021,Unknown,Not Applicable
S/LDP/21/0724,PP-09766905,Thu 22 Apr 2021,Thu 22 Apr 2021,Sutherland 9 Fuller Close Kingsdown Swindon SN2 7TN,Certificate of lawfulness (proposed) for the erection of a single storey rear extension.,Application Granted,Granted Permission,Wed 16 Jun 2021,Unknown,Not Applicable
S/LDP/21/0714,PP-09759990,Thu 22 Apr 2021,Thu 22 Apr 2021,16 Whitelands Road Stratton St Margaret Swindon SN3 4DW,Certificate of Lawful Development (Proposed) for the erection of a rear dormer window.,Application Granted,Granted Permission,Wed 16 Jun 2021,Unknown,Not Applicable
S/LDP/21/0715,PP-09764722,Thu 22 Apr 2021,Thu 22 Apr 2021,8 Redlands Close Highworth Swindon SN6 7SN,"Certificate of Lawful Development (Proposed) for changes to position of ground floor doors, windows and facing materials and removal of chimney and installation of external flue to the roof.",Application Granted,Granted Permission,Wed 16 Jun 2021,Unknown,Not Applicable
S/COND/21/0726,PP-09758505,Thu 22 Apr 2021,Thu 22 Apr 2021,Union Square Swindon Wiltshire SN1 1BF,"Discharge of Condition 14 (Plant/Rooftop Services) from Planning Permission S/11/0614 - Outline application seeking redevelopment to provide mixed-use development to include office, residential, shops, restaurants & cafes, drinking establishments, hot food takeaways, healthcare facilities (including a PCT Healthcare facility), hotel, leisure, car parking (including multi-storey car park), bus interchange, public realm and associated highways works - Access not reserved.",Conditions Discharged,Conditions Discharged,Thu 17 Jun 2021,Unknown,Not Applicable
S/AMEND/21/0711,PP-09639178,Wed 21 Apr 2021,Mon 17 May 2021,Former Oakfield Campus Marlowe Avenue Swindon,"Non-material amendment to previous permission S/19/0192 to allow the addition of an electrical substation (sub-station 2), existing sub-station (sub-station 1) reduced in size, parking amended to suit sub-station 2, with one space relocated adjacent to sub-station 1 and relocation of 1no. proposed tree which will be relocated into the group of trees to the north of the substation and amendments to windows to hub",Minor Amendment Approved,Minor Amendment Approved,Mon 14 Jun 2021,Unknown,Not Applicable
S/HOU/21/0708,PP-09762124,Wed 21 Apr 2021,Wed 21 Apr 2021,14 Hewlett Place Swindon SN25 4EB,Erection of a two storey rear extension,Application Granted,Granted Permission,Mon 21 Jun 2021,Unknown,Not Applicable
S/HOU/21/0712,PP-09759252,Wed 21 Apr 2021,Wed 21 Apr 2021,24 Home Farm Highworth Swindon SN6 7EG,Erection of first floor and single storey rear extensions.,Application Granted,Granted Permission,Fri 25 Jun 2021,Unknown,Not Applicable
S/LDP/21/0709,PP-09762594,Wed 21 Apr 2021,Wed 21 Apr 2021,12 Darius Way Abbey Meads Swindon SN25 4XT,Certificate of lawfulness (Proposed) for the erection of a single storey rear extension and part garage conversion.,Unknown,Permission Refused,Fri 18 Jun 2021,Unknown,Not Applicable
S/HOU/21/0865,Not Applicable,Tue 20 Apr 2021,Tue 20 Apr 2021,69 Argyle Street Gorse Hill Swindon SN2 8AS,Erection of a single storey rear extension.,Application Granted,Granted Permission,Fri 18 Jun 2021,Unknown,Not Applicable
S/HOU/21/0700,PP-09758804,Tue 20 Apr 2021,Tue 20 Apr 2021,5 Pentridge Close Nythe Swindon SN3 3RH,"Erection of first floor side, two storey rear and single storey rear extensions.",Application Granted,Granted Permission,Fri 11 Jun 2021,Unknown,Not Applicable
S/TWC/21/0863,PP-09760344,Tue 20 Apr 2021,Wed 21 Apr 2021,Manor House Cheney Manor Road Swindon SN2 2NY,Works to trees in a conservation area.,Application Granted,Granted Permission,Fri 25 Jun 2021,Unknown,Not Applicable
S/HOU/21/0702,PP-09743994,Tue 20 Apr 2021,Tue 20 Apr 2021,87 Malvern Road Gorse Hill Swindon SN2 1AU,Erection of a single storey rear extension.,Application Granted,Granted Permission,Fri 11 Jun 2021,Unknown,Not Applicable
S/ADV/21/0701,PP-09758841,Tue 20 Apr 2021,Tue 20 Apr 2021,In Front Of Allotment Fields Oxford Road Stratton St Margaret Swindon,Installation of 2no. x single sided illuminated advertising panels fully integrated into a bus shelter.,Application Granted,Granted Permission,Fri 11 Jun 2021,Unknown,Not Applicable
S/HOU/21/0850,Not Applicable,Mon 19 Apr 2021,Mon 19 Apr 2021,44 Vanbrugh Gate Broome Manor Swindon SN3 1NQ,Erection of a two storey side and single storey rear extension.,Application Granted,Granted Permission,Fri 11 Jun 2021,Unknown,Not Applicable
S/AMEND/21/0690,PP-09744895,Mon 19 Apr 2021,Mon 19 Apr 2021,Unit A Frankland Road Blagrove Swindon SN5 8TF,"Non-Material Amendment following planning permission S/19/0948 - relating to the erection of a single storey extension, chiller compound and alterations to the roof profile.",Minor Amendment Approved,Minor Amendment Approved,Fri 11 Jun 2021,Unknown,Not Applicable
S/TPO/21/0691,PP-09754677,Mon 19 Apr 2021,Mon 19 Apr 2021,Ivory House Church Hill Wroughton Swindon SN4 9JS,Works to hedge within BOSTPO (No. 12) 2010.,Application Granted,Granted Permission,Fri 25 Jun 2021,Unknown,Not Applicable
S/HOU/21/0684,PP-09676956,Sat 17 Apr 2021,Sat 17 Apr 2021,4 Artis Avenue Wroughton Swindon SN4 9BP,Erection of a single storey rear extension.,Application Granted,Granted Permission,Wed 23 Jun 2021,Unknown,Not Applicable
S/HOU/21/0845,Not Applicable,Fri 16 Apr 2021,Fri 16 Apr 2021,4 Ridgeway Road Queensfield Swindon SN2 7RX,Erection of a single storey side/rear extension.,Application Granted,Granted Permission,Fri 11 Jun 2021,Unknown,Not Applicable
