,Name,Website,Address,Phone Number,Social Page,Social Page,Facilities and Capacity,Price Pdf link
405,Buck Shoals Cabins Special Events, ,"2228 Buck Shoals Road Hamptonville, NC, 27020",336-469-8102, , ,"With separate get-ready rooms for both sides of the wedding party, the happy couple can start their day in peace and privacy. The newlyweds-to-be are welcome to plan an intimate first look somewhere on the venue's scenic grounds. Alternatively, they can save this magical moment for the wedding ceremony, held at their preferred on-site location. The amphitheater offers a classic outdoor setting to tie the knot, featuring a covered wooden stage and manicured lawns with guest seating. After the lovebirds utter their ""I do's,"" the renovated milk and hay barn offers 5,000 square feet of space for a memorable reception. This traditional farm building has been lovingly restored with an emphasis on maintaining stunning original features. Classic elements of the barn have been repurposed to create custom bars, tables, and more, keeping the spirit of this historic venue alive. As the newlyweds sip champagne and socialize with loved ones, their chosen caterers can take advantage of a convenient prep kitchen. There is plenty of space in the barn to accommodate large-scale celebrations, with the possibility of adding more seating in the loft. Those with an affinity for nature are welcome to plan an open-air reception at Buck Shoals Cabins Special Events, with seating for up to 200 guests. The team is more than happy to prepare a cozy on-site cabin for the wedding party to stay the night.",https://cdn0.weddingwire.com/solic/9/7/8/4/3/9/pricing-50160880b7d23912_venue-packages.pdf
406,Jack Brown's Beer and Burger Joint, ,"800 South Virginia Dare Trail Kill Devil Hills, NC, 27948",2527153328, , , , 
407,The Colonial Inn, ,"153 W King St Hillsborough, NC, 27278",(984) 789-4455, , ,"You can begin your day in total comfort at the Colonial Inn, choosing one of their 28 luxurious guest suites to prepare in. Prior to your arrival, the staff can even set the room to your preferred temperature, offering premium relaxation as your festivities begin. You can choose an outdoor ceremony site in the manicured gardens, exchanging your vows surrounded by blooming florals and towering trees. These grounds provide a serene air to your beautiful service and create a lovely backdrop against which you can exchange your vows. Alternatively, you can host an indoor ceremony in the appointed event center of the building. This beautiful space can be decorated with romantic draping, customized with candles and seating of your choice. Following your service, you and your guests can enjoy an outdoor cocktail reception on the porch of the inn. During this time, the event staff can flip the main banquet hall from your ceremony design to your reception setup. For this part of your day, you can enjoy the versatility of the room. Generous windows give way to an abundance of natural light, and as the sun sets, a warm glow from overhead chandeliers can illuminate your evening. Up to 125 guests can be seated here to enjoy the festivities. Space can be provided for a dance floor and your chosen after-dinner entertainment.",https://cdn0.weddingwire.com/solic/3/3/8/1/0/0/pricing-5095fd3e7b42a98b_2020-wedding-rental-rates-the-colonial-inn.pdf
408,River Ridge Golf Club, ,"3224 Auburn Knightdale Road Raleigh, North Carolina, 27610",9196618374,https://www.facebook.com/River-Ridge-Golf-Club-142729667970/?fref=ts,https://www.pinterest.com/river_ridge/,"Location
River Ridge Golf Club is located on 100 beautiful acres in the heart of the Triangle. They're only 15 minutes from downtown Raleigh and Cary, and close to major highways such as, I-40, I-540 and I-440.",https://cdn0.weddingwire.com/solic/1/6/9/0/8/0/pricing-5025e13671af2df5_wedding-reception-pricing-guide-rrgc.pdf
409,The Crest Center and Pavilion, ,"22 Celebration Place Asheville, NC, 28806",8282511820,http://www.facebook.com/#!/pages/Crest-Weddings/114820421864126,https://www.pinterest.com/crestwedding/,"The Crest Center is a stunning lodge setting with 86 feet of windows facing west towards the Blue Ridge Mountains. The Main Hall has 4,500 square feet of event space and the ability to accommodate up to 200+ guests, depending on your wedding style. The space features exposed wooden beams, 3 Edison Chandeliers, and a cozy lounge with stone-worked gas fireplace. The outdoor ceremony space included is the wrap-around Overlook Deck with expansive mountain views. The Crest Center also includes a Mezzanine -- 1,700 square feet of space overlooking the Main Hall; this is a multi-use area which many clients opt to utilize as an inclement weather ceremony back-up location, a space for party games for guests to enjoy, a place for little ones that is separate from your reception, or simply an area for newlyweds to sneak off and bask in the moment!",https://cdn0.weddingwire.com/solic/1/3/6/0/1/1/pricing-5105eeb829305edc_2020-venues.pdf
410,The Heritage Room, ,"118 East Council Street Salisbury, 28144",7046420071,https://www.facebook.com/HeritageRoomSalisbury/, , , 
411,Rosa Lee Manor, ,"385 Rosa Lee Lane,, (off Old Westfield Road) Pilot Mountain, NC, 27041",3363250365,http://www.facebook.com/389375554498441, , , 
412,Lake Hickory Country Club, ,"430 17th Avenue NW Hickory, NC, 28601",8283282981, , , , 
413,The Garden Retreat, ,"12855 NC Highway 197 Green Mountain, NC, 28740",8286883344, , , , 
414,TPC Piper Glen Country Club, ,"4300 Piper Glen Dr Charlotte, NC, 28277",7048461212,https://www.facebook.com/tpcpiperglen,https://twitter.com/TPCPiperGlen, ,https://cdn0.weddingwire.com/solic/3/1/6/9/0/4/pricing-50261d2fd98ee3a2_tpc-weddings.pdf
415,First Flight Rentals, ,"102 W Airstrip Road Kill Devil Hills, NC, 27948",2524894747,http://www.facebook.com/firstflightrentals,https://twitter.com/FirstFlightRent,www.FirstFlightRentals.com,https://cdn0.weddingwire.com/solic/3/4/7/0/2/5/pricing-1493306253-5440e757e3c3bd67-ffr-wedding-pdf2.pdf
416,Ocean Spray Beach House, ,"1327 Ocean Blvd. W Supply, NC, 28462",4108048670, , , , 
417,Chapel Hill Carriage House, ,"3110 Jones Ferry Rd. Chapel Hill, NC, 27516",9192602986, , ,2022 CHCH Wedding Package - $8200, 
418,Cedar Creek Club, ,"42 Racquet Club Drive Cashiers, NC, 28717",8287439380,https://www.facebook.com/CedarCreekRacquetClub, ,"Several options await you at Cedar Creek for a wedding reflecting your own unique style. Hold your ceremony lakeside on Arbor Point, on our new croquet court overlooking Lake Lupton, or underneath a generations-old oak on our lush, grassy lawn. Or maybe it’s just the two of you renewing your vows on the terrace - or lakeside, in the gazebo. Picture perfect moments, indeed.", 
419,The Watershed Pavilion, ,"4229 motocross trail Edgemoor, SC, 29712",8034178004,http://facebook.com/thewatershedpavilion, ,"We have two ceremony sites to choose from - Our Chapel in the woods and the Gazebo at the water, a bridal cabin for dressing and the pavilion with use of tables & chairs for your reception.", 
420,King Fisher Society, ,"10189 Old Wire Rd Laurinburg, NC, 28351",9105068082,http://www.facebook.com/kingfishersociety,http://twitter.com/kingfishernc, , 
421,Shelton Vineyards, ,"286 Cabernet Lane Dobson, 27017",3363664724,https://www.facebook.com/SVineyards/?fref=ts,https://www.instagram.com/shelton_vineyards/?hl=en,"Whether you prefer an intimate occasion or an all-out celebration, the accommodating and professional event staff at Shelton Vineyards is ready to make your fairytale dream a reality.",https://cdn0.weddingwire.com/solic/8/5/5/2/7/7/pricing-1490028010-76dd298269686810-1462892226-97343bbebad581cc-Wedding_Packages___Prices.pdf
422,Tobacco Farm Life Museum, ,"709 North Church Street, P.O. Box 88 Kenly, North Carolina, 27542",9192843431,https://www.facebook.com/TobaccoFarmLifeMuseum/,https://twitter.com/KenlyTFLM, ,https://cdn0.weddingwire.com/solic/8/6/3/5/8/7/pricing-1520612950-800096048182225f-General_Pricing_per_hour.pdf
423,Gray Stone Pines, ,"5540 Rockwell Rd. Rockwell, NC, 28138",9806431136,https://www.facebook.com/Graystonepines/, ,"The wooded setting here at Gray Stone Pines allows for unlimited photo opportunities during your ceremony and reception, as well as engagement and bridal photo sessions. Let us transform your dream to a reality.", 
424,Double Creek Ranch, ,"75 Quail Hollow Road Fairview, NC, 28730",8287766434,https://www.facebook.com/DoubleCreekRanch/,https://www.pinterest.com/DCRweddings,"We offer planning services if you are interested, for whatever you may need us to do to help prepare for your wedding. There is also a 'decor closet' which you may rent from, which includes use of the golf carts for transporting guests. Planning services are generally around $3,000, but the cost will depend on the amount of guests and service that will need to be provided. We price all of your vendors and other rental and decor separately from your planning and venue services.",https://cdn0.weddingwire.com/solic/8/2/6/2/1/9/pricing-1456255683-5a64a6ac0f3ae64f-1456255332-26da9f7ffa3a439d-Pricing.pdf
425,Park Alumni Center, ,"2450 Alumni Drive Raleigh, NC, 27606",9198470135,https://www.facebook.com/ncstateparkcenter/,http://parkalumnicenter/,Facilities And Capacity, 
426,Roaring River Vineyards, ,"493 Brewer Mill Road Traphill, NC, 28685",3369572332,https://www.facebook.com/TheGatheringPlaceatRRV/,https://twitter.com/RoRiVineyards, ,https://cdn0.weddingwire.com/solic/9/0/3/8/7/9/pricing-1046251dbe36725b_rrv-wedding-menu.pdf
427,Asheville Barn Weddings, ,"457 Sugar Creek Rd Leicester, NC, 28748",8286836664,https://www.weddingwire.com/biz/asheville-barn-weddings-leicester/Asheville%20Barn%20Weddings,https://www.weddingwire.com/biz/asheville-barn-weddings-leicester/Asheville%20Barn%20Weddings, , 
428,Dragonfly Cottage and Gardens: wedding venue, ,"50 Kirstein Rd Fairview, NC, 28730",8288085467,https://www.facebook.com/dragonflyvenue/,https://www.pinterest.com/dragonflyvenue/, , 
429,Noble Smoke, ,"2216 Freedom Dr Charlotte, NC, 28208",9805857282,https://www.instagram.com/noble_smoke/?hl=en, ,"Customize your menu with Noble Smoke and enjoy the assistance of servers for your dining experience. Noble Smoke provides delivery, setup and cleanup along with barware, china, flatware, glassware and linens. Cakes made by the pastry chef, Maris Ochoa, are accompanied by cake cutting.", 
430,Tuscan Ridge Wedding Venue,http://www.tuscanridgevenue.com,"21480 East 8th Street Oakboro, NC, 28129",7046091758,https://www.facebook.com/tuscanridgeweddingvenue/,https://www.instagram.com/tuscanridgewedding/, , 
431,The Collective Center, ,"131 Whitfield Street Enfield, NC, 27823",919-345-6990, , ,"Plus, our charming cottage, with its own full style doll house and several small barns, known as the FarmBeach House, can serve as your wedding headquarters.", 
432,Good Hops Brewing LLC, ,"811 Harper Ave Carolina Beach, NC, 28428",7067131594, , , , 
433,Belle's Venue and Farms, ,"2661 High Point Church Rd Jefferson, SC, 29718",8433376389,https://www.facebook.com/bellesvenuefarms,https://www.instagram.com/bellesvenuefarms/, , 
434,Brunswick Plantation & Golf Resort, ,"380 Brunswick Drive NW Calabash, NC, 28467",910-832-9089, , ,"Brunswick Plantation & Golf Resort can accommodate up to 250 guests and offers both indoor and outdoor spaces for the celebrations. Those envisioning an open-air ceremony or reception can choose between both covered and uncovered locations with views of the surrounding land. Ceremonies held outside can be hosted under the arbor, overlooking a lake, while the terrace patio can accommodate cocktail hours. Furthermore, get-ready rooms and reception areas are available inside the mansion. The country club can also host overnight guests in one of their villas, which feature access to an outdoor pool and jacuzzi. As an additional feature of the venue, loved ones can play a round on the 27-hole golf course either before or after the wedding day.", 
435,Blandwood Carriage House, ,"400 McGee Street Greensboro, NC, 27401",3362725003,https://www.facebook.com/pages/Blandwood-Carriage-House/132682953414413, ,RENTALS INCLUDE, 
436,REIDSVILLE EVENT CENTER, ,"223 SOUTH SCALES STREET Reidsville, 27320",3363426770,https://www.facebook.com/pages/Reidsville-Event-Center/314050021126, ,"Formal seating composed of banquet and round tables, each seating approximately 10-12 people are provided free of charge and allow for as many as 200 people,without loosing access to the 1200 sq foot dance floor. Formal linens are also provided so linen rental is not necessary. When reserving the Center, your reservation is for the entire day, with no hourly minimum.", 
437,Delta Hotels by Marriott Raleigh Durham at RTP, ,"151 Tatum Drive Durham, NC, 27703",9194743000,http://www.facebook.com/Hotel.Indigo.RTP?ref=hl,http://twitter.com/HOTELindigoRTP,Hotel Indigo Raleigh-Durham Airport at Research Triangle Park Hotel Services and Amenities, 
438,Duke Homestead, ,"2828 Duke Homestead Road Durham, NC, 27705",9196276990,https://www.facebook.com/Duke-Homestead-State-Historic-Site-154591163808/,https://twitter.com/DukeHomestead,"Duke Homestead State Historic Site and Tobacco Museum encompasses the historic home, farm, and factory buildings of Washington Duke and his family as they lived on the property from 1852 until 1874.The site interprets the early farming life of the Duke family and the beginnings of their tobacco manufacturing business on the property after the Civil War, which later became the American Tobacco Company.",https://cdn0.weddingwire.com/solic/4/5/1/6/5/5/pricing-1497627708-15443ee545c6ddea-1497626577-4a1d188e24258f3f-1497626564-696e1c35bac0ef50-1497622340-1.pdf
439,The Bottle Factory Venue, ,"304 West Franklin Street Monroe, NC, 28112",9807212827,https://www.facebook.com/TheBottleFactory,https://twitter.com/BottleVenue, ,https://cdn0.weddingwire.com/solic/5/9/4/8/7/5/pricing-5095be9bf50ab500_a-brochure-final-08152018.pdf
440,Butterfly Kisses Pavilion, ,"8115 Hwy 70 Newport, NC, 28570",910-629-1536,http://www.facebook.com/butterflykissespavilion,https://www.pinterest.com/bkpavilion/,Facilities and Capacity, 
441,Heaven's Cloud Event Center, ,"130 Sardis Road Asheville, NC, 28806",8282253993,https://www.facebook.com/heavenscloudretreat, ,"The Indoor Hall is 2,500 sq. feet with a built-in elevated stage.The Outdoor Pavilion is 5,000 sq. feet of covered space with picnic tables to seat 232. Plenty of on-site parking and ease of access, all within 1 mile of 6 major hotels.",https://cdn0.weddingwire.com/solic/7/2/6/8/5/6/pricing-51061548d7f9b359_heavens-cloud-event-center-rate-sheet.pdf
442,Pamlico Jacks, ,"6708 S Croatan Hwy Nags Head, NC, 27959",2524412637,https://www.facebook.com/PamlicoJacks/, ,"Other Services
In addition to hosting your wedding reception, Pamlico Jacks is also happy to host your rehearsal dinner. Additional events they will hold include:", 
443,New Beginnings Historic Farm, ,"5370 US 64-74A Hwy 5370, 5370 Rutherfordton, NC, 28139",8287024817,https://www.facebook.com/nb.farm.7,https://www.pinterest.com/NBFarms/, ,https://cdn0.weddingwire.com/solic/7/4/1/8/3/7/pricing-5015bd262daf0dfc_all-pages-2018bridal-package.pdf
444,Historical Oakboro Presbyterian Church, ,"623 N. Main Street Oakboro, NC, 28129",7044854568, , , , 
445,Carlee Farm, ,"1003 Carlee Farm Road Oxford, NC, 27565",9196012359, , , , 
446,Forever Home Farm, ,"3017 EVERETT ROAD Pisgah Forest, NC, 28768",8287770775,https://www.facebook.com/ForeverHomeFarmNC/,https://www.instagram.com/foreverhomefarm/,"This charming 1890s farmhouse provides a rustic, country, and vintage feel with four event spaces, including indoor areas and covered and uncovered outdoor spaces. The beautiful front porch of the farmhouse or the majestic mountains provides a gorgeous backdrop for ceremonies, and the pole barn or an outdoor tent space offer excellent options for receptions. Forever Home Farm has a maximum capacity of 300 guests, and provides a large parking area that can fit up to 125 vehicles. The farmhouse features a separate dressing rooms for both sides of the wedding party, complete with spacious bathrooms.", 
447,Courtyard by Marriott Wilmington Downtown/Historic District, ,"229 North 2nd Street Wilmington, NC, 28401",9106322900,https://www.facebook.com/Courtyard.Wilmington.Downtown.Historic.District/?ref=settings,https://twitter.com/CYWilmDowntown, ,https://cdn0.weddingwire.com/solic/9/6/0/5/3/9/pricing-35f91e52a97f9a_courtyard-wilmington-downtown-banquet-menu-2020.pdf
448,Sugarneck, ,"4844 Buckhorn Rd. Sanford, NC, 27330",9193300515,https://www.facebook.com/sugarneck/,https://www.instagram.com/sugarneck/, , 
449,The Roger Strickland Farm, ,"7890 Liles Road Bailey, NC, 27807",9194551948,https://www.facebook.com/TheRogerStricklandFarm/,https://www.instagram.com/therogerstricklandfarm/, ,https://cdn0.weddingwire.com/solic/8/1/5/7/8/9/pricing-1515621623-641653d8e60e5c06-Venue_Pricing.pdf
450,Across the Pond Bed and Breakfast, ,"324 N. Gulton St. Salisbury, NC, 28144",7046037681,http://Visit@acrossthepondbandb.com/,http://Visit@acrossthepondbandb.com/, , 
451,Sanders Ridge Vineyard & Winery, ,"3200 Round Hill Rd Boonville, NC, 27011",3366771700,https://www.facebook.com/SandersRidgeVin/?ref=bookmarks,https://twitter.com/SandersRidgeVin,"This romantic, elegant and rustic winery offers indoor and outdoor event spaces to accommodate up to 200 wedding guests. Outdoor wedding ceremonies can be held overlooking a waterfront gazebo, while indoor cocktail hours and receptions can be held under the tinkling Edison lights of te covered front porch and side deck, or inside the impressive and rustic on-site lodge. A brand new bridal suite provides lighting, mirrors, patio with swings, lounge furniture and a stocked fridge with drinks and snacks. The property includes a secluded couple’s cabin on the property for before the ceremony, after the reception, or as a honeymoon getaway.",https://cdn0.weddingwire.com/solic/9/4/2/5/9/9/pricing-1045c1810f45c9c8_wedding-info-2018-2019.pdf
452,Pine & Poplar, ,"307 S. Roxboro St Durham, NC, 27701",919-794-7671,https://www.facebook.com/pineandpoplar/,https://www.instagram.com/pineandpoplar/,"Pine & Poplar is a spacious and welcoming venue, whose industrial-chic evokes the surrounding neighborhood’s roots. Raw cement walls combine with exposed vents and iron support beams for an artistic, gallery-like feel. The space exudes an effortless cool, yet remains congenial to any décor scheme with its neutral color palette. An attendant patio adds another dimension to celebrations, opening them to the fresh air. In total, Pine & Poplar can accommodate an extensive guest list of up to 225 loved ones when combining the hall, patio, store, bar areas. The venue’s staff is happy to provide furniture rental for events, including folding chairs and tables. Table linens to complement your wedding theme can also be organized.", 
453,Westside Inn, ,"359 Airport Road Manteo, NC, 27954",7039945262,https://www.facebook.com/WestsideInn.OBX/,https://www.instagram.com/westsideinn.obx/,"The venue has outdoor waterfront event space that can accommodate up to 150 guests, including an onsite arbor for your ceremony, and adjacent space for your tented reception. The home provides lodging for up to 10 guests with 5 bedrooms, a bridal suite, groom's parlor, open living areas and a waterfront sunroom.", 
454,Weaver House, ,"56 North Main Street Weaverville, NC, 28787",8284843110,https://www.facebook.com/WeaverHouseNC/,https://www.pinterest.com/weaverhouseNC/_created/, , 
455,"Hemlock Barn on Nettle Knob, LLC", ,"1088 Lower Nettle Knob West Jefferson, NC, 28694",828-266-1491, , ,Facilities and Capacity, 
456,The Victorian: Youngsville, ,"123 SE Railroad St Youngsville, NC, 27596",9194537554,https://facebook.com/thevictorianyoungsville,https://www.instagram.com/thevictorianyoungsville,,https://cdn0.weddingwire.com/solic/3/5/9/5/9/8/pricing-50961dedd842d71e_the-victorian-info-packet.pdf
457,Fleetwoods, ,"496 Haywood Rd Asheville, NC, 28806",8285055525, , , , 
458,The Meadow at Helton Creek, ,"313 Fees Branch Rd Lansing, NC, 28643",3364694399,https://www.facebook.com/themeadowatheltoncreek, , , 
459,Old Edwards Inn and Spa, ,"445 Main Street Highlands, NC, 28741",8285268008,https://www.instagram.com/oldedwardsevents/, , ,https://cdn0.weddingwire.com/solic/5/4/1/0/9/4/pricing-1493747233-8311e1b62b15be1a-1484171043-ae0f88558b166cce-1426778445-31a54119800a20c8-Wedding_Pric.pdf
460,John Yancey Oceanfront Inn, ,"2009 S Virginia Dare Trail MP 10, MP 10 Kill Devil Hills, NC, 27948",2524417141,http://www.facebook.com/johnyanceyinn,https://twitter.com/JohnYanceyInn,We offer a expanded oceanfront dune deck for your wedding ceremony or have ceremony on our beachfront. Go barefoot and enjoy the backdrop of the Atlantic Ocean for your wedding., 
461,Front Street Brewery, ,"9 N. Front St. Wilmington, NC, 28401",9107694085,https://www.facebook.com/TheBeamRoom,http://twitter.com/thebeamroom, , 
462,Friends Farm, ,"6960 Busch Lane Belews Creek, NC, 27009",3365956960,http://www.facebook.com/335233433268975,http://www.friendsfarmnc.com/,"Couples can invite up to 150 guests to celebrate their special occasion at Friends Farm. Upon these 15 acres couples will find numerous locations at which to host their wedding. A Wedding Gazebo decorated with flowing white fabric and twinkling lights. This square gazebo is slightly raised, giving guests the ability to see from any seat unimpeded. There is also an event barn for the couple’s wedding reception. This rustic space has wooden walls and a green roof, blending perfectly with the surrounding forest. An outside covered deck that wraps around the building is the perfect place for a cocktail hour or wedding reception overflow. Inside, large windows look out at the surrounding grounds.",https://cdn0.weddingwire.com/solic/8/1/2/2/3/6/pricing-1532960074-d42965bc0637b1b2-1523543992-ddab638dff9e1827-Friends_Farm_Nestled_in_the_countryside_.pdf
463,Vimala's Curryblossom Cafe, ,"431 W. Franklin St. Unit 415, Unit 415 Chapel Hill, NC, 27516",9199293833, , , , 
464,Cross and Main, ,"201 East Main Street PO Box 1138 Youngsville, NC, 27596",984-212-8111,https://www.facebook.com/crossandmain/,https://www.instagram.com/crossandmain/, , 
465,The Double J Farm, ,"2113 DOGWOOD VISTA Lenoir, NC, 28645",2485048650, , ,The owners remain on-hand throughout your event to ensure that all your needs are taken care of. We aim to be as flexible and accommodating as possible to help you create the wedding of your dreams. Outside vendors are welcome at the venue and will receive ample space and support while setting up any equipment.,https://cdn0.weddingwire.com/solic/8/4/4/1/2/7/pricing-50161a800d9ef721_double-j-wedding-package-rates.pdf
466,Inner Banks Inn,http://www.innerbanksinn.com/north-carolina-wedding-venues.html,"103 East Albemarle Street Edenton, NC, 27932",2524823641,https://www.facebook.com/EdentonWeddings/publishing_tools/?section=SCHEDULED_POSTS&sort[0]=scheduled_publish_time_ascending,https://twitter.com/InnerBanksInn,Inner Banks Inn Weddings:, 
467,Outer Banks Brewing Station, ,"600 S Croatan Hwy Kill Devil Hills, NC, 27948",2524492739,https://www.facebook.com/outerbanksbrewingstation,https://twitter.com/obxBrew, , 
468,Craven Arts Council and Gallery: Bank of the Arts, ,"317 Middle Street, PO Box 596 New Bern, NC, 28562",2526382577,https://www.facebook.com/cravenarts/?ref=aymt_homepage_panel,https://twitter.com/, , 
469,Cedar Grove Acres, ,"3123 Brassfield Road Creedmoor, NC, 27522",9198807189,https://www.facebook.com/cedargroveacres/,http://www.instagram.com/cedargroveacres,"Couples can celebrate with up to 150 guests at their wedding at Cedar Grove Acres - Elegant, Rustic Event Venue farm. This rustic property welcomes couples to celebrate their ceremony and reception in one convenient location. Many ceremony options await couples at this ranch property. For indoor ceremonies, couples can choose the rustic chapel barn for their exchange of vows. Here, they’ll find church pews for guests and chandeliers for rustic elegance. The outdoor spaces at this venue include a large private meadow surrounded by lush mature trees and vintage tobacco barns, an open field with a distant pond and old tobacco barn backdrop, and a shaded courtyard with a grand white cedar arbor for smaller and more intimate ceremonies. Receptions can be held under the stars and market lights in a long courtyard space paved with gravel. Indoor receptions take place in an open-air barn with a metal roof, wooden beams, and classic chandeliers.",https://cdn0.weddingwire.com/solic/0/3/8/6/7/7/pricing-5015d714e3529348_price-packages.pdf
470,Burntshirt Vineyards, ,"2695 Sugarloaf Road Hendersonville, NC, 28792",8286852402, , ,"Services Offered
Rental of Burntshirt Vineyards comes a one-hour rehearsal prior to the wedding. Packages include round tables and folding or Chiavari chairs; floor-length linens; buffet, gift, and cake tables; and setup and breakdown. Spacious get-ready rooms are available for members of the wedding party to prepare for the big day and relax with loved ones. The venue offers A/V support for DJs or band, as well as a spacious dance floor. Alcohol is provided by the vineyard, allowing couples and their guests to taste award-winning wines such as the Gruner Veltliner, Meritage, and Dry Rosé. The Summit location has a flat-screen TV and wireless internet, as well as a fully-equipped prep kitchen and a list of approved caterers.", 
471,Timber Hall Events, ,"45 Timber Hall Events Lane Leicester, NC, 28748",8287775089,https://www.facebook.com/countryrusticvenue/, ,NOW BOOKING 2023,https://cdn0.weddingwire.com/solic/0/0/1/1/6/9/pricing-5105f495e6fcb57f_the-oak-2021.pdf
472,The Farm on Cotton, ,"2454 Cotton Rd. Sanford, NC, 27330",,https://www.facebook.com/thefarmoncotton/?ref=bookmarks,https://www.instagram.com/thefarmoncotton/,"Spread across 14 acres of spacious greenery, this sprawling estate boasts a number of mesmerizing sights, including a stunning apple orchard and forestry. Accommodating guest lists of up to 125 attendees, it the perfect venue for intimate and secluded gatherings with your nearest and dearest. Whatever your wedding looks like, the dedicated staff is on hand to help make it a reality. Choose from a ceremony background of beautiful Crepe Myrtle trees, a stunning gazebo and or the apple orchard overlook. A gorgeous bridal salon and groom's area are provided and a golf cart is available to escort couples across the property.", 
473,The Berkley Manor, ,"58 Waterplant Rd. PO Box 1373 Ocracoke, NC, 27960",252-928-0133,https://www.facebook.com/theberkleymanor/,https://www.pinterest.com/theberkleymanor/,Facilities and Capacity,https://cdn0.weddingwire.com/solic/0/6/2/3/7/9/pricing-15beaceefca67e_2019-add-on-rates-sheet.pdf
474,Walnut Hill, ,"1804 Carl Williamson Road Raleigh, NC, 27610",919-295-6284,https://www.facebook.com/walnuthillnc/?ref=bookmarks,https://pinterest.com/ncwalnuthill,"This gorgeous estate home is enhanced with several original outbuildings, a gazebo, flour house, mule barn, smokehouse, chicken house, vinegar house, well house, and corn crib. Walnut Hill offers four different event spaces to choose from, with indoor and outdoor options available. Their elegant pavilion seats up to 200 guests, and the main house is available as a get-ready space for the wedding party. This building also offers waterfront views of a nearby lake.",https://cdn0.weddingwire.com/solic/6/6/0/4/0/0/pricing-5015eb772129c64e_pricing-2021.pdf
475,Downtown Goldsboro Weddings, ,"219 N John St, 214 N. Center Street Goldsboro, NC, 27530",9197354959,https://www.facebook.com/downtowngoldsboro/?ref=bookmarks,http://downtowngoldsboro/,Facilities and Capacity,https://cdn0.weddingwire.com/solic/7/1/1/7/0/0/pricing-1529521830-4547c69fd4b7ce9f-Say_I_Do_Rate_Card.pdf
476,Skull Camp, , , , , ,"Skull Camp Smokehouse and Brewery is a full-service catering company that offers a variety of products and options that are perfect for weddings of all wants and needs. The team combined their wine and beer options with smokehouse food to create a perfect match of food and beverage pairing that is always a crowd pleaser. In addition to event catering options, the staff also has the Elkin tasting room and restaurant that is open for events and wedding parties. Book your complimentary tasting today, and ensure your wedding reception is a success.", 
477,Spinning Leaf at the Vineyard, ,"1414 Metcalf Road Shelby, NC, 28150",704-471-9196,https://www.facebook.com/thespinningleaf,https://pinterest.com/thespinningleaf,Facility and Capacity,https://cdn0.weddingwire.com/solic/9/0/0/0/3/0/pricing-5015dffda3acb500_2021-vineyard-wedding-pricelist.pdf
478,Eventos Unity, ,"5570 Munford Rd Raleigh, NC, 27612",919-539-7202, , , , 
479,The Pond at Laurel Cove, ,"1718 Bat Cave Rd Old Fort, NC, 28762",8284428631,https://www.facebook.com/thepondatlaurelcove,https://www.instagram.com/thepondatlaurelcove,"This country estate is situated amid 16 lush acres in western North Carolina. The combination of a modern farmhouse, verdant land, and a tranquil pond make this an excellent locale for a country wedding celebration. This pond is home to ducks and geese, while laurels and rhododendrons grow abundantly nearby. You can get ready before your ceremony in comfortable rooms with vintage touches. With many scenic ceremony sites, this flexible venue can accommodate varied wedding sizes, from intimate gatherings to larger groups of up to 150 guests. Outdoors guests can enjoy the slate patio complete with rocking chairs and a fire pit. The estate is wheelchair-accessible and offers on-site parking with the option of a shuttle.",https://cdn0.weddingwire.com/solic/2/9/9/6/6/0/pricing-5015dadfb63162d9_basic-venue-rental-package-2020.pdf
480,Carolina Getaway Cabins, ,"188 Mountain Escapade Trail Dobson, NC, 27017",3057940866,https://www.facebook.com/carolinagetawaycabins,https://www.instagram.com/carolinagetawaycabins,Facilities and Capacity, 
481,Spinning Leaf at North Lake, ,"1200 North Washington Street Shelby, NC, 28150",704-471-9196,https://www.facebook.com/thespinningleaf,https://www.instagram.com/spinningleafvenues,Spinning Leaf at North Lake is on an historic 13 acre property that we renovated in early 2019 with a major remodel that keeps the historic charm while updating the venue with modern design and amenities to make your event an unbelievable experience., 
482,Hampton Inn & Suites Concord, ,"9850 Weddington Rd Extension Concord, NC, 28027",7049795600, , ,Facilities and Services, 
483,The Parkton Plantation, ,"1860 Armory Road Parkton, NC, 28371",19104945888,https://www.facebook.com/parktonplantation/,https://www.pinterest.com/833502f27fe7932be340b61ca9784d/,"The Parkton welcomes ceremonies and receptions at their estate. A get-ready room gives the wedding party a private space for a moment of serenity. We recommend booking the entire estate for the entire weekend. The 5000 square foot home easily sleeps 15. The drive leading to the house features a fountain, perfect for wedding photos. The large covered porch is well-suited to an informal cocktail reception. Couples can make a dramatic entrance for an outdoor celebration by descending the outdoor stairs that lead from the first floor. For a romantic touch on your special day, you can use the estate’s special ‘first sight’ room to see your loved one in private before the ceremony. The house’s interior is decorated in cool, bright colors and modern furnishings. It features a living area, kitchen, and a number of bedrooms. Couples can choose to rent just the grounds, one room of the building, the whole house, or the entire estate.",https://cdn0.weddingwire.com/solic/3/0/0/4/7/8/pricing-5015d8a2f1b140fb_64634b63-3311-498c-977a-c69686458ae7.pdf
