,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
505,KitchenCountess,Just a person with brief fluttering thoughts.,,69,2,244,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #luckypenny #underarmour: https://t.co/TS9YqUeK7l https://t.co/jwBlbGfHQg,"['poshmark', 'fashion', 'style', 'shopmycloset', 'luckypenny', 'underarmour']"
506,minim00n1,questioning everything,,12,14,1977,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #louisvuitton #underarmour #pol: https://t.co/j5dfDzXI6g https://t.co/p2liFVQnbf,"['poshmark', 'fashion', 'style', 'shopmycloset', 'louisvuitton', 'underarmour', 'pol']"
507,DAMARISDUB,,,592,51,1260,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #nakedwardrobe #solesociety: https://t.co/XRFSuEjeu9 https://t.co/1KYCLbMUej,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'nakedwardrobe', 'solesociety']"
508,babydaisymay,,,18,10,6460,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #anyilu #lularoe #underarmour: https://t.co/mBDiEnv91t https://t.co/4jvnw9lsFh,"['poshmark', 'fashion', 'style', 'shopmycloset', 'anyilu', 'lularoe', 'underarmour']"
509,Pyles2Sandra,"wife, mom, Etsy, EBay & Poshmark shop owner","Texas, USA",2229,1691,11504,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @MailersM @LoveTigress87 #poshmark #fashion #style #shopmycloset #blueepic #mailersandmore #underarmour: https://t.co/QnI5Y4HF3U https://t.co/WCmp8xCoP8,"['poshmark', 'fashion', 'style', 'shopmycloset', 'blueepic', 'mailersandmore', 'underarmour']"
510,shoesthatgirl_,Taking it one day at a time #thestruggleisreal #thisisamerica,Somewhere ,539,181,4453,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #oldnavy #underarmour #torrid: https://t.co/uh8mxrvPsk https://t.co/UVPLaNKe4G,"['poshmark', 'fashion', 'style', 'shopmycloset', 'oldnavy', 'underarmour', 'torrid']"
511,LenzeRex,"Passionate about vintage clothing, sports memorabilia and antiques.  Buying and selling is something of have done for many years",,129,30,5390,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #drmartens #underarmour: https://t.co/7ZFI7UC21M https://t.co/tnC3BDIw72,"['poshmark', 'fashion', 'style', 'shopmycloset', 'drmartens', 'underarmour']"
512,OnlineFabulous,5 Star Rated Poshmark Ambassador II. Same/next business day shipping. Sign up with my code FABONLINEFINDS and get $10! Find us on Instagram @fabulousonlinefinds,"Florida, USA",515,213,1151,1,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @JosiesVintage1 @OnlineFabulous #poshmark #fashion #style #shopmycloset #underarmour #meenacuties: https://t.co/d7jGC5xkIM https://t.co/zwbzWyiEEY,['poshmark']
513,Kathy19600206,"Retired Librarian, Video Professional, Seller on eBay, Poshmark & Mercari",,13,0,30,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #calvinklein #frye: https://t.co/IaG8kgZ2xo https://t.co/LNk9sSpwns,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'calvinklein', 'frye']"
514,callaham1909,New account can't remember my old password so big bummer starting over the story of my life lol.,"Anderson, SC",24,16,1726,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #meettheposher: https://t.co/odkl4VnaSO https://t.co/c6jbtqtjry,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'meettheposher']"
515,USASWJG,"been there; done that. now extremely talented writer of fiction, essays, poetry found in Mothers Always Write; Snapdragon; & stuck by magnets to fridge","Delray Beach, FL",188,65,2960,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @Joels71Jolene #poshmark #fashion #style #shopmycloset #americanprincess #underarmour #shoshanna: https://t.co/vHfv5RbhW1 https://t.co/Eyw7qA0xXe,"['poshmark', 'fashion', 'style', 'shopmycloset', 'americanprincess', 'underarmour', 'shoshanna']"
516,linka41762160,,"Denver, CO",60,9,1610,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #spell #underarmour #coach: https://t.co/MsEZKtWiGU https://t.co/hrXLuitpXu,"['poshmark', 'fashion', 'style', 'shopmycloset', 'spell', 'underarmour', 'coach']"
517,AtticArtMkt,,,228,34,693,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset # #underarmour: https://t.co/x17dxjJiR6 https://t.co/v2nSbyLB24,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour']"
518,JenniferMonsos,"I do lots of things. I run, practice yoga and mindfulness, eat well, and teach solopreneurs to create the business of their DREAMS! Join the journey!",Where ever I land....,60,30,1429,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @Txtinner #poshmark #fashion #style #shopmycloset #maddengirl #underarmour: https://t.co/kbOHEZKZbV https://t.co/Y6rdijLTEm,"['poshmark', 'fashion', 'style', 'shopmycloset', 'maddengirl', 'underarmour']"
519,Jasmine14743949,,,25,6,1755,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @EllieJoyDesigns #poshmark #fashion #style #shopmycloset #vintage #paulfredrick #underarmour: https://t.co/AAtJn5CzBK https://t.co/lfS78yAYoq,"['poshmark', 'fashion', 'style', 'shopmycloset', 'vintage', 'paulfredrick', 'underarmour']"
520,HarlamovaOlga,,,20,27,11947,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #unbranded #underarmour: https://t.co/WB0l1wjlJY https://t.co/eOmsHr1MQM,"['poshmark', 'fashion', 'style', 'shopmycloset', 'unbranded', 'underarmour']"
521,tashadiva4evr,,"Dallas, TX",201,118,3492,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @letmeupgradeyou #poshmark #fashion #style #shopmycloset #underarmour #gracelace: https://t.co/OBK9U4GhtW https://t.co/UJAjb5vfyu,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'gracelace']"
522,angieha97325022,,,2,0,421,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #lularoe #underarmour #djeans: https://t.co/ubdawYKOsl https://t.co/qBjiL4Yqwe,"['poshmark', 'fashion', 'style', 'shopmycloset', 'lularoe', 'underarmour', 'djeans']"
523,thriftygirl87,"I am a part time reseller on poshamrk, mercari, and ebay",,5,10,746,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #abound #kendallkylie: https://t.co/Km3tzp7cv0 https://t.co/XxtPq6kiJR,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'abound', 'kendallkylie']"
524,mademerald,,,5,20,4842,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @sheilamorataya #poshmark #fashion #style #shopmycloset #flyingtomato #aerie #underarmour: https://t.co/sIDE4DdlNT https://t.co/Slk7fDAigH,"['poshmark', 'fashion', 'style', 'shopmycloset', 'flyingtomato', 'aerie', 'underarmour']"
525,_Junglefever_2,"Stay laced in the best, well dressed with finesse In a white tee lookin' for wifey Thug girl who fly and talks so nicely. Usn⚓️",,124,167,3725,1,"YOU GOTTA HAVE A DIFFERENT TYPE OF HUNGER TO KEEP TRYING TO EAT EVEN IF YOU’VE EATEN ENOUGH🦵🏿
 
#GAINS #GYMLIFE #FITNESS #HEALTH #UNDERARMOUR #DEDICATION #DETERMINATION #CONSISTENCY https://t.co/EYcPqVvoSE","['GAINS', 'GYMLIFE', 'FITNESS']"
526,ShelleyMarker,,new castle ,173,25,2366,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #avirex #ralphlauren #underarmour: https://t.co/RghtSYMqbD https://t.co/fuvFuEHxJg,"['poshmark', 'fashion', 'style', 'shopmycloset', 'avirex', 'ralphlauren', 'underarmour']"
527,Rtpokego,,,3,8,1321,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #thewildclover #underarmour: https://t.co/Ab5wMctv26 https://t.co/B6cGoUVjbC,"['poshmark', 'fashion', 'style', 'shopmycloset', 'thewildclover', 'underarmour']"
528,Erraticinkart,Illustrator | Logo Creator | Graphic/Web Designer | Creative Director | Business Owner | Stylist | @acidcupcakess,IG: errticinkart,262,454,11916,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @kingz_icy #poshmark #fashion #style #shopmycloset #underarmour #customized #handcrafted: https://t.co/jwiSLvZDm3 https://t.co/X22b7B8isY,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'customized', 'handcrafted']"
529,FIREBULL77,"A Hard Worker,Born In Iowa,I’m A Good Dude,But Fiery Too!😡 I❤️God,Family,Sports,Fitness,Beer🍺,Humor,🤣Good People🙂VideoGames🎮Movies🎥R.I.P. Dad🙏🕊5/21/2022",📍United States 🇺🇸,2884,306,18228,0,🏋️‍♂️Legs and some abdominal work this afternoon. My first day of holiday vacation is off to a good start!👍 #Saturday #Workout #UnderArmour ☑️ https://t.co/MnqA4uPi90,"['Saturday', 'Workout', 'UnderArmour']"
530,BOOGIIE_B,,"Harlem, NY",361,395,31044,1,"YOU GOTTA HAVE A DIFFERENT TYPE OF HUNGER TO KEEP TRYING TO EAT EVEN IF YOU’VE EATEN ENOUGH🦵🏿
 
#GAINS #GYMLIFE #FITNESS #HEALTH #UNDERARMOUR #DEDICATION #DETERMINATION #CONSISTENCY https://t.co/EYcPqVvoSE","['GAINS', 'GYMLIFE', 'FITNESS', 'HEALTH', 'UNDERARMOUR', 'DEDICATION', 'DETERMINATION', 'CONSISTENCY']"
531,SangoSlayer13,,,1,11,1275,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #gap #underarmour #lisafrank: https://t.co/Y22OJNRUs7 https://t.co/pSgezJFb7i,"['poshmark', 'fashion', 'style', 'shopmycloset', 'gap', 'underarmour', 'lisafrank']"
532,linglin78189362,,,91,20,2116,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #almaglow: https://t.co/wB757fzV9Q https://t.co/fG3a2SxW6Q,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'almaglow']"
533,MsRalda,Music lover. Social Dancer. Saying hello has never hurt anyone. Be CORDIAL to all. #niceworks,"Washington, DC",1975,542,29842,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #tedbaker #blonde: https://t.co/vDF6HbWrj2 https://t.co/T9gUn1cnP8,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'tedbaker', 'blonde']"
534,GraceNarnola,,,122,53,675,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @Deanfor3 #poshmark #fashion #style #shopmycloset #underarmour #spyder #apeainthepod: https://t.co/hDPjqI48Yk https://t.co/otkvIdzt1e,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'spyder', 'apeainthepod']"
535,ChiefSkerz,"Husband, Dad, wanna be strongman.
Go packers. Go huskers. Go Navy.
Go give me a follow on Twitch, play about anything, usually gaming with my son.",,511,129,2128,0,"Some yoke and sandbag action today. Training has been rough 😅
#strongman #yoke #sandbags #garagegym #underarmour
@a7intl loving the shirt
@wtftraining fuck you dad
@therock loving these project rock shoes big guy. https://t.co/whTgHJLoSG","['strongman', 'yoke', 'sandbags', 'garagegym', 'underarmour']"
536,GaAvonLady,"Breast cancer survivor...married with dogs, Beau & Baby...sell Avon...love sports","Georgia, USA",96,375,13126,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #thenorthface #underarmour: https://t.co/Dp7PsPJ5jJ https://t.co/qnZS1zWVos,"['poshmark', 'fashion', 'style', 'shopmycloset', 'thenorthface', 'underarmour']"
537,Sariaanna,"health, beauty & environment conscious • journalism • the grace & guidance of Allah almighty • the ways of the unseen intrigue me • 🇦🇫 •  عدالت ⚖️",Canada,382,402,7237,0,Last night ✅⚜️⚠️ #fitness #lafitness #mississauga #snakebite #underarmour https://t.co/UhMWPCJQP1,"['fitness', 'lafitness', 'mississauga', 'snakebite', 'underarmour']"
538,hibbettsports,"Sneakers, Sneakers, and More Sneakers

Shop in link below:",,80,97321,7718,0,"Grab the Under Armour Men's Freedom Bass Tee. 🇺🇸 

#Americana #MensStyle #underarmour #HibbettHeat #July4th #FreedomTee #USA @underarmour

📲 Available Online Now!
https://t.co/4Zt3WPm2Dt https://t.co/qJZUbJqBtX","['Americana', 'MensStyle', 'underarmour', 'HibbettHeat', 'July4th', 'FreedomTee', 'USA']"
539,c1osen,Created in 2020 | Dedicated To WBB🏀 KEEP UP WITH US ⬇️,"Dallas, TX",547,1969,44448,3,⭐️ Player or 🏆 Team? Which are you picking? 🤔 #UANext #future60 #underarmour https://t.co/tF0GXXSyqQ,"['UANext', 'future60', 'underarmour']"
540,c1osen,Created in 2020 | Dedicated To WBB🏀 KEEP UP WITH US ⬇️,"Dallas, TX",547,1969,44448,11,Grab a partner‼️ @mjbabbitt13 talks briefly about a quick ball handling drill you can work on with your friends. 🖐🏀 #uanext #future60 #underarmour https://t.co/mI2Jppbpud,[]
541,c1osen,Created in 2020 | Dedicated To WBB🏀 KEEP UP WITH US ⬇️,"Dallas, TX",547,1969,44448,32,Session II pops off next week. Here are your Session I league leaders 🔥🙌 #uanext #underarmour https://t.co/J8EG9ddF4j,"['uanext', 'underarmour']"
542,Darcey_n_Jake,"As a T1D mom I am here to advocate, educate and generate all things T1D for my son Jacob.","Lawrenceburg, KY",122,97,998,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #konasol #southpole: https://t.co/97s1S9DKG1 https://t.co/y4thKKzgZr,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'konasol', 'southpole']"
543,theveesup,"https://t.co/XWIyBOAkWB for top brand name products at great prices! Stop by and say, Veesup!",,10,15,2567,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #nike #underarmour: https://t.co/TAgdDrbsgc https://t.co/ax6rfYO4N0,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'underarmour']"
544,allisonsfavs,"Blogger at https://t.co/k2o1QRQjZ6 and marketing #freelancer

Poshmark Ambassador | Sharing Wishlist Items & My Favorite Things

**Some links are affiliate links**","Seattle, Washington",419,294,6456,1,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @barn_burn #poshmark #fashion #style #shopmycloset #nhl #underarmour: https://t.co/fwjRqzEDNr https://t.co/KqSmn7tPGS,"['poshmark', 'fashion', 'style']"
545,Judylitton3,Love to thrift,,6,16,2792,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #stjohn #drmartens: https://t.co/T7WclYw3JA https://t.co/CSZjkOCBID,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'stjohn', 'drmartens']"
546,MrKsPlatinumWea,We have clothes for the whole family from casual to  business.Visit and shop with us today.,,21,20,1793,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #seven7 #skyr: https://t.co/oNdr2Y84bU https://t.co/827ozEj5ZG,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'seven7', 'skyr']"
547,BrandiSarvis73,,,10,5,1600,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #chicos #apple: https://t.co/LgFmc4RlWD https://t.co/Q4ixnupnrf,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'chicos', 'apple']"
548,Marisol1219,"Entrepreneur; Reseller, ebay store & Posh Closet I enjoy being creative and traveling 🥰Life is Short Do the things that make you happy!❤️",,1360,895,9004,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #lululemonathletica #freepeople: https://t.co/kW1HMKvr48 https://t.co/KUn88goKju,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'lululemonathletica', 'freepeople']"
549,jaxgal1,,,3,15,3223,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #arizonajeancompany #ryka: https://t.co/kZ3IQAMws1 https://t.co/U0BapJYUiW,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'arizonajeancompany', 'ryka']"
550,KristineFlowe14,,,5,50,3395,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #madewell #underarmour #katespade: https://t.co/ENqRhaw34w https://t.co/OPx6Fv0zhI,"['poshmark', 'fashion', 'style', 'shopmycloset', 'madewell', 'underarmour', 'katespade']"
551,man2214,"Nothing is impossible, the word itself says, I'm possible! - Audrey Hepburn","Ottawa, Ontario",670,148,650,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @renew_tk #poshmark #fashion #style #shopmycloset #adidas #underarmour: https://t.co/oa2Jmo2RPh https://t.co/ZpCmD0xE07,"['poshmark', 'fashion', 'style', 'shopmycloset', 'adidas', 'underarmour']"
552,MarielG35527714,Loving the life 🖤,"New York, NY",109,24,2745,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #nike #lclaurenconrad: https://t.co/66vCxAuRp8 https://t.co/bdnoV0fMVK,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'nike', 'lclaurenconrad']"
553,closethustle,Trying to hustle some things out my closet to feed my baby girl,,149,46,358,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #whitehouseblackmarket #xhilaration #underarmour: https://t.co/Ua7CvZV9oh https://t.co/T2Yh1CWSD7,"['poshmark', 'fashion', 'style', 'shopmycloset', 'whitehouseblackmarket', 'xhilaration', 'underarmour']"
554,19ForEver314,"Married, father of twins, sports dad,NFT Collector, ETCBayc #230/7410/2070 Owner","Missouri, USA",142,78,6220,0,SHE MADE THE TEAM……… #stl #lax #AllAmerican #UnderArmour #lacrosse #LouFuszLax https://t.co/c4sCvwuQSm,"['stl', 'lax', 'AllAmerican', 'UnderArmour', 'lacrosse', 'LouFuszLax']"
555,janikk_1,"Gardening, scrapbooking, & traveling are my passion! Love the Masked Singer, The Voice, American Idol & Impractical Jokers! ❤️ Yankees! ⚾️",,353,236,11753,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #stacyadams #breckelles #underarmour: https://t.co/bC0oKwMHTo https://t.co/vmn2wNoq3p,"['poshmark', 'fashion', 'style', 'shopmycloset', 'stacyadams', 'breckelles', 'underarmour']"
556,diamondzrblack,BLUE ALL DAY EVERYDAY 💙💙💙,"Hagerstown, MD",283,135,3143,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #gianibernini #antoniomelani #underarmour: https://t.co/Uwkd5i4p45 https://t.co/DcXatb9Ue7,"['poshmark', 'fashion', 'style', 'shopmycloset', 'gianibernini', 'antoniomelani', 'underarmour']"
557,soinlove2343,,,46,22,1307,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #vans #freepeople: https://t.co/T3zIoZc3Nc https://t.co/IBbmzKUMlz,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'vans', 'freepeople']"
558,19ForEver314,"Married, father of twins, sports dad,NFT Collector, ETCBayc #230/7410/2070 Owner","Missouri, USA",142,78,6220,0,"My daughter went to tryout for the #CSE #UnderArmour #AllAmerican lacrosse team, with around 300 girls she made the final 44! Waiting to see if she made the team! #MakingABeast #stl #lax https://t.co/0uN0Av6nqe","['CSE', 'UnderArmour', 'AllAmerican', 'MakingABeast', 'stl', 'lax']"
559,barn_burn,"A #ShibArmy Soldier Lead, Retail Brand Name Athletic Clothing Store. For the Cause, 10% of ALL SALES, used in Weekly #SHIB Burns🔥- https://t.co/CjNiBlzFYK",Online,268,67,1164,1,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @barn_burn #poshmark #fashion #style #shopmycloset #anthropologie #underarmour #freepeople: https://t.co/fwjRqzEDNr https://t.co/snBLNUNJDM,"['poshmark', 'fashion', 'style']"
560,meganxcox,✨This account is for my Poshmark!✨ I'm a Posh Ambassador. Recently lost weight so lots of plus size options that haven't been worn! Check the link below.👇🏼,"Wilmington, NC",427,612,1677,1,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @barn_burn #poshmark #fashion #style #shopmycloset #anthropologie #underarmour #freepeople: https://t.co/fwjRqzEDNr https://t.co/snBLNUNJDM,"['poshmark', 'fashion', 'style', 'shopmycloset', 'anthropologie', 'underarmour', 'freepeople']"
561,mitch_fredricks,"“Life is just a passing allusion, you are simply in the playground of your own imagination.”
― Steven Redhead, Life Is a Dance","San Diego, CA",2115,1739,7812,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @kittychula1 #poshmark #fashion #style #shopmycloset #stoneycloverlane #underarmour: https://t.co/BtN4twaZ2e https://t.co/P9hPcwANUj,"['poshmark', 'fashion', 'style', 'shopmycloset', 'stoneycloverlane', 'underarmour']"
562,25_fujita,,"Chicago, IL",16,12,974,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @DEEPLYDONNAB @septembererin #poshmark #fashion #style #shopmycloset #nysunglasses #underarmour #lizclaiborne: https://t.co/x8DWOWOZQk https://t.co/R4wGjkat40,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nysunglasses', 'underarmour', 'lizclaiborne']"
563,EricPopeII1,https://t.co/AMck9kpCna,In the Gym,507,852,2232,12,Ball movement with the no looks..🔥🚫👀🤫✅ #GUAA #underarmour https://t.co/1MGxuAJskR,"['GUAA', 'underarmour']"
564,CRMendenhall,"Marathoner, web content management, psychosynthesis, focusing, cosmic astrology",chicago,305,81,464,0,"I'm running the 2022 Under Armour Chicago 10K - join me! 
#underarmourchicago10k #chicago10k #underarmour","['underarmourchicago10k', 'chicago10k', 'underarmour']"
565,ReeRee512,,United States,631,359,52575,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @suzannebmahoney #poshmark #fashion #style #shopmycloset #underarmour #ragbone: https://t.co/OhzS8DZ83E https://t.co/sK2K8j6QMs,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'ragbone']"
566,TujyeKunywa,Follow @FarmilesApp | Shop Brand perfumes @swipeafrica with free delivery in Kigali,United States,3,2676,238582,1,"We promise the comfort in your workout 💪🏃‍♀️🏋️‍♂️🏅

#golden #fashion #sport #adidas #Nike #puma #underarmour #Rwanda #Kigali #RwOT https://t.co/nPV28VkJ6I","['golden', 'fashion', 'sport', 'adidas', 'Nike', 'puma', 'underarmour', 'Rwanda']"
567,goldenfashion25,"Golden Service!

📍:  KN 82St - 2000 Building Ground Floor or Remera Kisimenti (Next to Equity Bank)
📞:   25 35 /+250788359185/ 0788497269/ 0788313749",RWANDA - KIGALI,48,105,184,1,"We promise the comfort in your workout 💪🏃‍♀️🏋️‍♂️🏅

#golden #fashion #sport #adidas #Nike #puma #underarmour #Rwanda #Kigali #RwOT https://t.co/nPV28VkJ6I","['golden', 'fashion', 'sport', 'adidas', 'Nike', 'puma', 'underarmour', 'Rwanda', 'Kigali', 'RwOT']"
568,KellyB29069695,,"Smithfield, pa",179,62,2283,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #tavik #bolle: https://t.co/kH2jtFgenM https://t.co/joVLcY84C9,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'tavik', 'bolle']"
569,tlovechic,"Enjoy life with no regrets and no grudges...life's too short, so live it to the fullest! :)","Carpendale, WV",20,46,2344,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @tgehrke88 #poshmark #fashion #style #shopmycloset #underarmour #maiaactive: https://t.co/KXi4mfCm4n https://t.co/oP6AkG1PWt,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'maiaactive']"
570,Heidilis_author,"Wife, Mother and Author of #NewAdult / #RomanticSuspense. DIE-HARD NEBRASKA FAN & Poshmark Ambassador -@heygbr_88 #GBR #Huskers #Thriller #Romance #Poshmark","Seattle, WA",3624,2602,7117,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #levis #columbia #underarmour: https://t.co/0ZZyibfMpT https://t.co/1iPczpyBuh,"['poshmark', 'fashion', 'style', 'shopmycloset', 'levis', 'columbia', 'underarmour']"
571,WearsLikeNewInc,"We are an upscale consigment shop. We accept Women's, Men's, Children's and Young Adult clothing. One of the biggest consignment shops in Michigan!","Flint, MI",121,64,12013,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #maddengirl #underarmour #greybandit: https://t.co/Rh8dk3xaw9 https://t.co/da7a2qrx31,"['poshmark', 'fashion', 'style', 'shopmycloset', 'maddengirl', 'underarmour', 'greybandit']"
572,awesomettownmom,,,29,20,451,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #korkease #forever21: https://t.co/YGL6JzTzpB https://t.co/6ONe0JXnX5,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'korkease', 'forever21']"
573,SuperDez22,,"Nashville, TN",1500,1656,3159,12,Ball movement with the no looks..🔥🚫👀🤫✅ #GUAA #underarmour https://t.co/1MGxuAJskR,"['GUAA', 'underarmour']"
574,ByKimmiton,,,287,28,1949,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @Venite86168365 #poshmark #fashion #style #shopmycloset #underarmour #target #shein: https://t.co/uUIzDT1KcZ https://t.co/za3WOPKtBS,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'target', 'shein']"
575,WeberLuria,,"Wisconsin, USA",109,44,2427,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #athleta #oshkoshbgosh: https://t.co/fAHZ1eg4Kw https://t.co/7I2tbpWbuj,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'athleta', 'oshkoshbgosh']"
576,global7863,,,0,21,5705,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #meettheposher #underarmour: https://t.co/hAZ6Ev5tT5 https://t.co/bKIybwZ0mS,"['poshmark', 'fashion', 'style', 'shopmycloset', 'meettheposher', 'underarmour']"
577,Faerynuff1,,"Ball Ground, GA",40,16,1777,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #freeze #underarmour: https://t.co/ndvVJuB8OD https://t.co/QwN6g0xGOd,"['poshmark', 'fashion', 'style', 'shopmycloset', 'freeze', 'underarmour']"
