,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
304,JagoNardelli,"Ex Professional squash player top 80 in the world, now full time Head squash coach",,935,908,9457,9,"“Some people want it to happen, some wish it would happen, and others make it happen.”

- MJ

@korf_morgan 

#motivationalquotes #baller #nike #girlshoop #moves #finishes #trusttheprocess #playtoinspire https://t.co/j0Hy9PM4wk",[]
305,sole4kickz,"Sole4Kickz - VLOG sneakers, streetwear, collectibles / arts.",Dubai,22,10,266,0,"Grateful dead X LA Union?! Nike Dunk Low Carpet Swoosh preview, release date, worth it? https://t.co/uXGRhRRs02 #nike #dunklow #dunklowcarpetswoosh #releasedate #nikedunklow #sizinginfo #versatilecolorway","['nike', 'dunklow', 'dunklowcarpetswoosh', 'releasedate', 'nikedunklow', 'sizinginfo', 'versatilecolorway']"
306,black_liberian,"Visual Artist
IG: @tim.politely
TikTok: timpolitely_",Liberia,2555,1063,23314,1,"How about a thread for sneaker photoshoots? 👀👟
Here are my ""product"" shots for the Nike x sacai x Fragment Waffle SF ""Grey"" I did during its release week

#SonyA7RII #SonyAlpha #sonyalphateam #photography #Sneakers #sneakerheads #nike #sacai #fragment 
@Nike https://t.co/YfmujAYlPr",[]
307,hskyfn,Became a HUSKY @ 10--Bleeding PURPLE for 59 yrs & passion gets stronger every day GO DAWGS!,"     Cathlamet, Wa.",643,689,44787,0,"Well, #Nike schools would be wise to listen if Phi wanted to really play hard ball https://t.co/9w88RzaW3x",['Nike']
308,Gondolier9,"Ethically and philosophically minded,inside counts more than out!!",Chester,2308,1693,148695,9,"“Some people want it to happen, some wish it would happen, and others make it happen.”

- MJ

@korf_morgan 

#motivationalquotes #baller #nike #girlshoop #moves #finishes #trusttheprocess #playtoinspire https://t.co/j0Hy9PM4wk",[]
309,AandS_official,"OPEN 12:00 - CLOSE 20:00
-BRAND-
NIKE l Maison Margiela l N.Hoolywood
nonnative l Hender Scheme l SABOR. I Dr.Martens | Foxtrot Uniform I JASON MARKK
#a_and_s",2F 3-34-10 JINGUMAE SHIBUYA-KU,0,2484,2527,0,"2022. 7. 9 (sat) in APP store

■NIKE AIR JORDAN 3 RETRO GS
COLOR : WHITE/BLACK-DARK IRIS
SIZE : 23.0cm - 25.0cm 
PRICE : ¥17,600 (tax incl.)

■NIKE AIR JORDAN 3 RETRO 
COLOR : WHITE/BLACK-DARK IRIS
SIZE : 26.0cm - 29.0cm 
PRICE : ¥24,200 (tax incl.)

#a_and_s 
#NIKE https://t.co/Sqr04a3sjN","['a_and_s', 'NIKE']"
310,PeterPan2999,"Hongkonger ~ Glory to HK
Mission: Take down CCP",,40,15,10705,77,"#Nike quits #Russian  market completely💥
Companies have announced to suspend/withdraw their business in Russia, including #McDonald #CocaCola #Starbucks #Decathlon #Uniqlo parent company Fast Retailing #IKEA #Apple #IBM #Ford #Boeing and even #Visa #MasterCard, etc.","['Nike', 'Russian']"
311,esquireattire,"Fashion, Style, Accessories, Sunglasses, Shoes, Moda, Sweaters, Jeans, Shirts, Hats, Jewelry, Watches, #esquireattire",United States,3861,4432,2759251,0,https://t.co/6SplYj8VfN #NIKE RIVAL S Men Size 12 Track &amp; Field #running # https://t.co/hevcmG8cBW,"['NIKE', 'running']"
312,RRainwater1037,"Host of Drivetime Sports for 30 blessed years on 103.7 FM The Buzz in Little Rock, Arkansas.","Little Rock, AR",8264,13422,100155,9,Class of 2026 6’1 PG Jacob Pleyer and I are looking forward to the Made Hoops 8th Grade Finale in Augusta July 20-24. #nike ⁦@PleyerJacob⁩ ⁦@BatesFunAcdEYBL⁩ ⁦@madehoops⁩  ⁦@TopPreps⁩ ⁦@HankampScott⁩ ⁦@alleyesonuhoops⁩ ⁦@jgilbertsport⁩ https://t.co/FOkNEkghEc,['nike']
313,sep_kenken,Running life diary Diary from 48 years old （2020）,日本,6,6,1082,0,"EASY JOG
Love running feels good
Thank you for running 

Workout total＝Run 631 times

#nike #running #pegasus38 #japan #nikerunner #easyjog #走れる事に感謝 #体感ラップラン #garmin https://t.co/iWDJqsEub4","['nike', 'running', 'pegasus38', 'japan', 'nikerunner', 'easyjog', '走れる事に感謝', '体感ラップラン', 'garmin']"
314,CheeseCommissi1,"Cheese#4991 on discord

This is for my drawings and commission offerings ONLY",,144,53,69,1,"""It's gotta be the shoes.""

#Nike  #SonicTheHedgehog  #art  #artist #artistontwittter https://t.co/dCqvvOO3zm","['Nike', 'SonicTheHedgehog', 'art', 'artist', 'artistontwittter']"
315,yukina8_yukina,✨💛gd,,22,13,3756,119,"#GDRAGON as 'The Creator' and 'King of Kpop' by Nike ✔️👑.
#peaceminusone #kwondo1 #nike https://t.co/mF6SKnfqcN","['GDRAGON', 'peaceminusone', 'kwondo1', 'nike']"
316,kazuhiroaihara,"*https://t.co/b3PtIOaVU6
*https://t.co/N8yrOArUzY 
*https://t.co/O7TtKVB13X",hehe,971,2260,7665,0,"When I was GD.
#NIKE X #SACAI / 2019 https://t.co/2LQiWXceDp","['NIKE', 'SACAI']"
317,AGSGAMP,"Father of two great girls, golf enthusiast. Spirits pimp. I have attended more majors than you. Inaugural Batch Match Champion @SweetensCove","Atlanta, GA",4983,2611,18141,0,"@StevieVanZandt I loved it when Little Tiger won in 2005 #Nike #Faces 
#HotRodStewart https://t.co/uuaJWLbg9L","['Nike', 'Faces', 'HotRodStewart']"
318,blingblingkwiin,BIGBANG 👑 GTOP hard shipper 💜 Can I have some 탑뇽 please? TREASURE12 supporting,,90,12,2168,119,"#GDRAGON as 'The Creator' and 'King of Kpop' by Nike ✔️👑.
#peaceminusone #kwondo1 #nike https://t.co/mF6SKnfqcN","['GDRAGON', 'peaceminusone', 'kwondo1', 'nike']"
319,AlvinKaipo,surfer/investor/entrepenuer/runner/golfer/vegan,Shafter/HB/Philippines,3265,486,8986,0,Day #1844 in a row and 186/365days completed ✅ by running 🏃 5miles on this Tuesday afternoon in my backyard trails and it’s that time of the year again for grapes 🍇. #nike #nikerunning #niketraining https://t.co/awZLWrzTbR,"['nike', 'nikerunning', 'niketraining']"
320,MenaDada,,"Guwahati, India",71,3,130,0,Dear @Pijush_hazarika dada. Dnt think any othr politician carry sneakers d best way u do.. so so impressed.. love the collection #sneakerhead🔥🔥🔥🔥 #nike https://t.co/r6qqe0s25I,"['sneakerhead', 'nike']"
321,Cryptot27711069,Everything to the moon🚀🚀🚀,,36,6,111,1,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #asics #oldnavy #nike: https://t.co/dLcTsEk0Nm https://t.co/DZxrMS9kz5,"['poshmark', 'fashion', 'style', 'shopmycloset']"
322,marvialbert1,,,34,7,664,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @TammyOwenFishe1 #poshmark #fashion #style #shopmycloset #adidas #nike #shadecritters: https://t.co/YRb0tw1ZEs https://t.co/t5tfVo8Wnp,"['poshmark', 'fashion', 'style', 'shopmycloset', 'adidas', 'nike', 'shadecritters']"
323,Babygurlzzz888,,,340,13,574,28,"Don’t wait.  Sometimes later becomes never.
The saying goes for everything in life.  
#quote #dailywordleclub #Motivationalquote #positivethinking #life #love #JustDoIt #like #Nike #yoda #powerup https://t.co/FYRMYnGbds","['quote', 'dailywordleclub']"
324,ConnieColeen,,,305,10,1639,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @autumneastridge #poshmark #fashion #style #shopmycloset #express #shopevelynne #nike: https://t.co/vZdolnBVHc https://t.co/ONdWGhceKt,"['poshmark', 'fashion', 'style', 'shopmycloset', 'express', 'shopevelynne', 'nike']"
325,claunugent,Creater and owner of All Delicate Skin Beauty Blog,"Washington, USA",4726,1715,14823,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #nike #coach #simplyveraverawang: https://t.co/GXw0TkDOIo https://t.co/PVObnvBVNA,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'coach', 'simplyveraverawang']"
326,G63Momo,,,597,839,35514,77,"#Nike quits #Russian  market completely💥
Companies have announced to suspend/withdraw their business in Russia, including #McDonald #CocaCola #Starbucks #Decathlon #Uniqlo parent company Fast Retailing #IKEA #Apple #IBM #Ford #Boeing and even #Visa #MasterCard, etc.","['Nike', 'Russian']"
327,JohnieRoastbeef,"Toronto FC, Man U, Porto ⚽ 🇨🇦 🇵🇹

Football is Life!","Toronto, Ontario",1105,243,18626,1,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #asics #oldnavy #nike: https://t.co/dLcTsEk0Nm https://t.co/DZxrMS9kz5,"['poshmark', 'fashion', 'style', 'shopmycloset', 'asics', 'oldnavy', 'nike']"
328,Jackipoooo,"I am a Veteran and frugal enthusiast. I sell New and Vintage Items in Clothing, Dinnerware & Home Decor.",Texas,45,74,3489,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @3Magpies #poshmark #fashion #style #shopmycloset #nike #glamour #southernlivingathome: https://t.co/ydDXtr9Jsk https://t.co/W4zs60m6yS,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'glamour', 'southernlivingathome']"
329,cprincern2,,,165,44,509,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @TNSTraders #poshmark #fashion #style #shopmycloset #nike #loft: https://t.co/zT0BGjy4fj https://t.co/bumcpWCBFb,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'loft']"
330,maryrojas216,I am a posh ambassador. check out my listings.  maryrojas216,,306,562,11288,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @eddys_tshirts #poshmark #fashion #style #shopmycloset #nike #guess #wiltondisney: https://t.co/Eq1hwHlbBv https://t.co/u5vynC8Z0U,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'guess', 'wiltondisney']"
331,thetieguy21,"Poshmark seller Poshmark Ambassador 
Take a visit to my Poshmark closet https://t.co/J91nBknAfZ",,4843,1115,11515,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #disney #ragbone #nike: https://t.co/xRQnpsQ7fJ https://t.co/pdWYrWPuwU,"['poshmark', 'fashion', 'style', 'shopmycloset', 'disney', 'ragbone', 'nike']"
332,DevoteeMode,"Depeche Mode Devotee, Music Lover, Concert Enthusiast, Beach Lover, Independent Strong Woman living life to the absolute fullest every single day. ♥️✊🏼",United States,141,8,413,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #williamrast #boutique #nike: https://t.co/6ABoBFA60I https://t.co/4xAdje2nlM,"['poshmark', 'fashion', 'style', 'shopmycloset', 'williamrast', 'boutique', 'nike']"
333,HossPetit1,Hi!  Have a great day!!,"North Charleston, SC",83,15,1495,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #ninewest #underarmour #nike: https://t.co/wKTmiQQBM7 https://t.co/frgCZI8CFS,"['poshmark', 'fashion', 'style', 'shopmycloset', 'ninewest', 'underarmour', 'nike']"
334,IslandGirlMuse,"I rescue gently used items headed to landfills and sell them on Poshmark.  An entrepreneur, environmentalist and kind human making a difference.",,189,19,6849,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #loveinfaith #nike: https://t.co/Lwck1VIOF4 https://t.co/AG2GhCLTNz,"['poshmark', 'fashion', 'style', 'shopmycloset', 'loveinfaith', 'nike']"
335,DeadLaced,SNEAKER DEALS & RELEASE LINKS + FASHION DEALS Notifications on 🔔 #Nike #Jordan #Snkrs #Adidas #Puma #Newbalance,"New Jersey, USA",1594,47377,41429,0,"Nike Air VaporMax 2021 FK
Men's Shoes
#nike #ad 

https://t.co/WqO7tc3eTM https://t.co/IGBLjQWUMn","['nike', 'ad']"
336,Tracey63534795,,,6,3,1287,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @SugarHighFinds #poshmark #fashion #style #shopmycloset #nike #cribnotes #freeze: https://t.co/V30jN4KFqO https://t.co/NVWEXpW5E5,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'cribnotes', 'freeze']"
337,sugar19672001,“Be the change that you wish to see in the world.” “An ounce of patience is worth more than a tonne of preaching.”                         Gandhi,"Chesnee, SC",90,23,2256,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @Mary84357958 @Vannuys77 #poshmark #fashion #style #shopmycloset #converse #wetseal #nike: https://t.co/nN5ygrdv1W https://t.co/hbN17bdGBb,"['poshmark', 'fashion', 'style', 'shopmycloset', 'converse', 'wetseal', 'nike']"
338,MaddieWilcox,,,315,363,19639,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @AmberHanna88 #poshmark #fashion #style #shopmycloset #raedunn #nike #holden: https://t.co/cU9I2M4cHB https://t.co/HFMbUgmgaK,"['poshmark', 'fashion', 'style', 'shopmycloset', 'raedunn', 'nike', 'holden']"
339,Homo_Republic,A #Poshmark company that sells new and used clothing! Come check us out for awesome deals! All proceeds go to finding feral kittens homes! #Catsoftwitter,"Lake Alfred, FL",181,81,89,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #americaneagleoutfitters #hasbro #nike: https://t.co/czrjM6ETqa https://t.co/2xU9vu3gKn,"['poshmark', 'fashion', 'style', 'shopmycloset', 'americaneagleoutfitters', 'hasbro', 'nike']"
340,Suckitupbutter1,,"Denver, CO",31,36,1133,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #nike: https://t.co/yqSrYpALG8 https://t.co/GlQRMc6acl,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike']"
341,girlygirl5687,,,26,1,74,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #nike #mossimosupplyco #nfl: https://t.co/mkkZlL0b9E https://t.co/ns1IEhFpJE,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'mossimosupplyco', 'nfl']"
342,goodbodies,,in the South,109,54,5921,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #nike #bisoubisou #maxstudio: https://t.co/4xCGsDaDhe https://t.co/qEfVOrlLLA,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'bisoubisou', 'maxstudio']"
343,AarikaBurling,,,33,4,3150,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #pact #softinos #nike: https://t.co/JW3YBEEWVX https://t.co/8oxKDP0vOf,"['poshmark', 'fashion', 'style', 'shopmycloset', 'pact', 'softinos', 'nike']"
344,starkiss100,,,17,14,1097,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @MairaDejesus14 #poshmark #fashion #style #shopmycloset #nike #redcamel: https://t.co/stS1arYTP6 https://t.co/nG1Nnuz1Be,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'redcamel']"
345,LAA_Florida,,Florida,520,169,2608,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @NTomecsko #poshmark #fashion #style #shopmycloset #katespade #nike #guess: https://t.co/bup0tdMCKZ https://t.co/IgHAT3dE9M,"['poshmark', 'fashion', 'style', 'shopmycloset', 'katespade', 'nike', 'guess']"
346,CarolinePerrine,"Everyday is a new adventure ✌🏼... Passionate about my Family, Traveling, Fitness, Positivity 💕",Exploring ,4284,791,9602,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #landsend #nike: https://t.co/DnxIG2uFJH https://t.co/jdLnux5jN1,"['poshmark', 'fashion', 'style', 'shopmycloset', 'landsend', 'nike']"
347,Cynthia12941283,,,12,63,3449,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #coach #nike #jcrew: https://t.co/c9EQ30owlh https://t.co/RHoW1XUj9x,"['poshmark', 'fashion', 'style', 'shopmycloset', 'coach', 'nike', 'jcrew']"
348,OnlineFabulous,5 Star Rated Poshmark Ambassador II. Same/next business day shipping. Sign up with my code FABONLINEFINDS and get $10! Find us on Instagram @fabulousonlinefinds,"Florida, USA",515,213,1151,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @aidab45 #poshmark #fashion #style #shopmycloset #ninewest #nike #lanebryant: https://t.co/QGepU0R6BL https://t.co/DQR2FzArrn,"['poshmark', 'fashion', 'style', 'shopmycloset', 'ninewest', 'nike', 'lanebryant']"
349,vooyuoa,뱅,,22,6,2624,119,"#GDRAGON as 'The Creator' and 'King of Kpop' by Nike ✔️👑.
#peaceminusone #kwondo1 #nike https://t.co/mF6SKnfqcN","['GDRAGON', 'peaceminusone', 'kwondo1', 'nike']"
350,thecYOUntmuffin,"I'm a good person, not a great one - ChristinaP?
Animal lover, haven't met one that I don't want in my house.
Looking to cause some #goodtrouble
She/her",,304,125,12910,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #torrid #nike #katespadexkeds: https://t.co/MJA9Yk3Tw7 https://t.co/08q1AAIJQ0,"['poshmark', 'fashion', 'style', 'shopmycloset', 'torrid', 'nike', 'katespadexkeds']"
351,OnPointLeafa,Sport Analyst (I Base My Opinion & Tell Jokes)‼️ BookinCollabs:Onpointleafa@gmail.com @Onpointleafa on “ALL SOCIAL MEDIA” (Follow Me) 👍🏾,,271,547,3182,0,"@ChetHolmgren Looking Very Aggressive Rn For OKC 😳

                                            #Onpointleafa #heonpoint #chetholmgren #okc #okcthunder #nba #nbamoments #espn #sports #sportslover #sportscenter #houseofhighlight #bleacherreport #nike #nbasummerleague #explore https://t.co/5BKNnDjQjQ","['Onpointleafa', 'heonpoint', 'chetholmgren', 'okc', 'okcthunder', 'nba', 'nbamoments', 'espn', 'sports', 'sportslover', 'sportscenter', 'houseofhighlight', 'bleacherreport', 'nike', 'nbasummerleague', 'explore']"
352,ParlayDC,Parlay Sports Bar - DC’s ONLY Dallas Cowboys Bar 🏈 Villanova Hoops🏀 Juventus 🇮🇹 Forza Azzurri   💚🤍❤️ 🏆,"Washington, DC",1907,480,14556,0,#Nike “banned” marketing campaign on the Air Jordan 1 could be the one singular event that started the era of the sneaker head craze  #MichaelJordan #AirJordan #AJ1 #NikeAir https://t.co/fS3vl8ZXf4,"['Nike', 'MichaelJordan', 'AirJordan', 'AJ1', 'NikeAir']"
353,ram182ne1,,Valenzuela City,23,47,50847,119,"#GDRAGON as 'The Creator' and 'King of Kpop' by Nike ✔️👑.
#peaceminusone #kwondo1 #nike https://t.co/mF6SKnfqcN","['GDRAGON', 'peaceminusone', 'kwondo1', 'nike']"
354,SupremeSussex,"Supporter of Harry and Meghan. 🐘

Igbo girl in Detroit. 😏🇳🇬",,414,350,12002,13,"Have a big event coming up? Melba’s has the catering covered 😏! @Nike 

Video via #HarlemScene 

#catering #melbasharlem #soulfood #southerncooking #nike #harlem #nyc #americancomfort #foodies #cheflife https://t.co/STmGVCnVTk","['HarlemScene', 'catering', 'melbasharlem']"
355,brandbazzar,we sell on EBAY,"West Hartford, CT",3959,1874,1920568,0,https://t.co/j1PvBLNzRu #NIKE #jacket Size M (25x30x24) Light Gray Velvet https://t.co/WuqnVAvX53,"['NIKE', 'jacket']"
356,skyko110,,,349,978,64033,77,"#Nike quits #Russian  market completely💥
Companies have announced to suspend/withdraw their business in Russia, including #McDonald #CocaCola #Starbucks #Decathlon #Uniqlo parent company Fast Retailing #IKEA #Apple #IBM #Ford #Boeing and even #Visa #MasterCard, etc.","['Nike', 'Russian']"
357,hesam_mamour,,,192,17,451,0,"@CryptoTownEU Good project
@Shibtoken 
@NikeNYC 
@nikestore 
@Cristiano 
@Nike
#shibat #Nike #Ronaldo #Messi #BabyDogeCoin
#PORTO #UTK #TRU #sol #C98USDT #LINK #Airdrop #Sonala #mbl #nft","['shibat', 'Nike', 'Ronaldo', 'Messi', 'BabyDogeCoin', 'PORTO', 'UTK', 'TRU', 'sol', 'C98USDT', 'LINK', 'Airdrop', 'Sonala', 'mbl', 'nft']"
358,hesam_mamour,,,192,17,451,0,"@kucoincom @WemixNetwork Good project
@Shibtoken 
@NikeNYC 
@nikestore 
@Cristiano 
@Nike
#shibat #Nike #Ronaldo #Messi #BabyDogeCoin
#PORTO #UTK #TRU #sol #C98USDT #LINK #Airdrop #Sonala #mbl #nft","['shibat', 'Nike', 'Ronaldo', 'Messi', 'BabyDogeCoin', 'PORTO', 'UTK', 'TRU', 'sol', 'C98USDT', 'LINK', 'Airdrop', 'Sonala', 'mbl', 'nft']"
359,josiethewonder,,Houston,327,81,5220,0,Taco Tuesday!  Taco Time socks &amp; Nike Air Zoom Pegasus 37 #TacoTuesday #tacotime #tacotimesocks #tacosocks #tacotuesdaysocks #oddsoxofficial #oddsox @oddsoxofficial #ootd #sotd #socks #socksoftheday #nike #airzoom #airzoompegasus #pegasusrunning #Pegasus37 @nike @nikerunning https://t.co/EIEkBaQLQF,"['TacoTuesday', 'tacotime', 'tacotimesocks', 'tacosocks', 'tacotuesdaysocks', 'oddsoxofficial', 'oddsox', 'ootd', 'sotd', 'socks', 'socksoftheday', 'nike', 'airzoom', 'airzoompegasus', 'pegasusrunning', 'Pegasus37']"
360,Wen_wunan77,一切都是刚刚开始,"California, USA",376,820,54447,77,"#Nike quits #Russian  market completely💥
Companies have announced to suspend/withdraw their business in Russia, including #McDonald #CocaCola #Starbucks #Decathlon #Uniqlo parent company Fast Retailing #IKEA #Apple #IBM #Ford #Boeing and even #Visa #MasterCard, etc.","['Nike', 'Russian']"
361,mathmania64,,,47,157,1796,1,"🟦  #Nike Dri Fit blue athletic running shorts lined in white with pocket white &amp; pink trim Youth Tempo kids sportswear workout bottoms girls size Large sz Lg clothes fashion closet pre-owned girl clothing shopping on #Ebay apparel for sale
https://t.co/6kwIctmqBy #eBay via @eBay",['Nike']
362,SneakerThiefApp,"Hot sneakers and streetwear fashion. 
#Nike #Jordan #Adidas #Yeezy #Converse #Puma #Reebok #Vans",,331,64,6230,0,"👀 You NEED the #Nike Sb Dunk Low Pro Paisley Brown Size UK 6- EU 40- US 7 👀

Grab them here: https://t.co/4dzIn11XhP 

#AD #sneakers #sneakerhead #streetstyle #kicksonfire #hypebeast #kicksoftheday #sneakerfreak #sneakerfiend #sneakerholic https://t.co/B0hgGvT7Pr","['Nike', 'AD', 'sneakers', 'sneakerhead', 'streetstyle', 'kicksonfire', 'hypebeast', 'kicksoftheday', 'sneakerfreak', 'sneakerfiend', 'sneakerholic']"
363,Embracelyfe07,"Remain Humble god see’s everything, A foodie, minding mine, Stay prayed up Snapchat/embracelyfe Heavy on thank you god 🙏🏽","Houston, TX",275,23,126,0,Pooh’s shoe game #Nike #jordan 👟 https://t.co/tNk8MI6Jrm,"['Nike', 'jordan']"
364,nilmanagement,Elite Business & Brand Management. - Own Your Brand. Own Your Business.    IG- https://t.co/N93Y6rwmUs #GameRecognizeGame,"Columbus, OH",132,605,187,6,"Our guys @CJ7STROUD, @jaxon_smith1, @asvprocket_, @BijanRobinson, and @TheRyanWatts had an awesome time in #Texas this past week at this years @nxtgencamps #Nike skills camp. We’re already looking forward to next year! 🏈

#NILmanagement #NIL https://t.co/J1PShVKrC2",['Texas']
365,ting25552,"Saintsup only และชาว #MingEr

อยู่ข้างๆ ซุปเสมอมาและเสมอไปจ้า😊❤️✌️ ความในใจของ #saint_sup 
https://t.co/S1OWiZPhZc…


#ความทรงจำดีๆของติ่งต้อย",,515,858,156726,74,"2021.07.22 @Saint_sup Live on Instagram 

👕 #UnderArmour 
🩳 #Nike 
🧤 #Jason
⌚️ #AppleWatch 

he was shaping something that MingEr’s favorite and  go crazy...😍😍😍💃🏼💃🏼

#Saint_sup #MingEr #SaintsupCloset https://t.co/Ri77QSkNHR","['UnderArmour', 'Nike', 'Jason', 'AppleWatch']"
366,KangarooBurrag1,Wildlife Activist. Indigenous Knowledge Holder. Writer.🌱#PTSD. I’m back! Aunty Ro 😊🦘,,47,45,286,0,@witch_lisa It just happened again. The young staffer for #AJPNSW who treated me as some kind of blow in has just blocked me because I dared to correct her on facts re #Kangaroos &amp; #Nike ffs. The #AJP are doing themselves no favours especially given this is #NAIDOCWeek #AJPNSW #ego #kids 🤷‍♀️ https://t.co/RtRAM1Tcx5,"['AJPNSW', 'Kangaroos', 'Nike', 'AJP', 'NAIDOCWeek', 'AJPNSW', 'ego', 'kids']"
367,xiangxi65764098,,,1857,1657,38243,77,"#Nike quits #Russian  market completely💥
Companies have announced to suspend/withdraw their business in Russia, including #McDonald #CocaCola #Starbucks #Decathlon #Uniqlo parent company Fast Retailing #IKEA #Apple #IBM #Ford #Boeing and even #Visa #MasterCard, etc.","['Nike', 'Russian']"
368,ShanChan_37,"""You may write me down in History with Your bitter twisted lies, You may trod me in the bitter dirt, But, still, like dust, I'll rise!"" -Dr. Maya Angelou",,2105,1766,303758,13,"Have a big event coming up? Melba’s has the catering covered 😏! @Nike 

Video via #HarlemScene 

#catering #melbasharlem #soulfood #southerncooking #nike #harlem #nyc #americancomfort #foodies #cheflife https://t.co/STmGVCnVTk","['HarlemScene', 'catering', 'melbasharlem']"
369,SincereN916,,,74,6,535,0,Day 5 so it’s to bring out some of my favorites. Love these Royal toes 1’s. Such a classic. @Nike @Jumpman23 @snkr_twitr #KOTD #snkrsliveheatingup #snkrskickcheck #jordan1 #jordan1royal #jordan #nike https://t.co/DM76twB7CR,"['KOTD', 'snkrsliveheatingup', 'snkrskickcheck', 'jordan1', 'jordan1royal', 'jordan', 'nike']"
370,Wez_Stuart,"JUST BECAUSE I ROCK DOESN'T MEAN I'M MADE OF STONE! Wrong side of 30 nearly. I enjoy keeping fit, beer, films and extending my collection!",,5001,1115,110961,160,"⚡GIVEAWAY TIME⚡Win a £100 voucher to spend at Nike.

To Enter:
1️⃣Follow: 
@captaincreps @ladycreps &amp; @captainthreads
2️⃣Like this tweet.
3️⃣Retweet.

Winner picked at random from all entries on the 14th July #nike #Giveaways #win 

Good Luck! https://t.co/PtyMWqWtEm",[]
371,FILAiKEN,麦わらの クソデカ君が クソデカマリーゴールドに似てる あれは空がクソでかい夏のころ クソデカと笑えたクソでか恋 「もう離れないで」と バカでかい目で見つめる君を 雲のようなでかさでそっとぎゅっと どでかくて どでかくて バカでかい,K.B.S,466,172,3507,1,"＼ PICK UP ITEM ／

▶︎ NIKE AS M NSW TEE
dr7987-060 / dr7987-247
¥4,070-(tax included)

BLACK：https://t.co/BzSxsAEt7O
KHAKI：https://t.co/0nuxqDbHNc

#nike #Tシャツ 
#atmos https://t.co/5nZd0j87Up",[]
372,UiuxVroo,"A NodeJS bot made by @hashtagkaran , which 
{ retweet('#uiux OR #designer') } 
in every 5 minutes.

if (designer){
  return (Let's talk via Link 👇👇)
}",India,27,947,90616,1,"Shoe collection UI design 😃

#instagramdown #BLACKPINK #JungKook #StrangerThings4 #instagramdown #matura2022 #itshappening #ASUU #Bitcoin #design #uidesign #ui #uiux #LogoDesign #Logodesigner #LISA #NikeFootball #nike #nikeairforce1 #Trending https://t.co/CyDq6Qjn6d","['instagramdown', 'BLACKPINK', 'JungKook', 'StrangerThings4', 'instagramdown', 'matura2022']"
373,brandbazzar,we sell on EBAY,"West Hartford, CT",3959,1874,1920568,0,RATE_LIMIT_EXCEEDED #NIKE Men Sport Skylon Ace Polarized Black SPort W https://t.co/Jn6TZha6Cu,['NIKE']
374,kaaaaayyne,SONE 💖| VIP 👑 |♠️| 우정 ♡̶ | ♓️ @GirlsGeneration,COSMIC NEVERLAND,220,718,228529,119,"#GDRAGON as 'The Creator' and 'King of Kpop' by Nike ✔️👑.
#peaceminusone #kwondo1 #nike https://t.co/mF6SKnfqcN","['GDRAGON', 'peaceminusone', 'kwondo1', 'nike']"
