Unnamed: 0,Name,City,Address,Phone Number,Venue Type,Capacity,Amenities
210,FireLake Grill House and Cocktail Bar,Bloomington,,"2100 Killebrew Drive 
Bloomington, MN 55425, US","Restaurant, Cocktail Lounge", ,Full Bar
211,Georgia Theatre,Athens,Downtown,"215  North Lumpkin Street 
Athens, GA 30601, US",,Seated: 350, 
212,Presidio Golf Course and Clubhouse,San Francisco,In-House Catering,"300  Finley Road 
San Francisco, CA 94129, US",,Seated: 200,A/V Equipment
213,Wolf's Ridge Brewing,Columbus,Downtown,"215 N 4th St 
Columbus, OH 43215, US",Brewery, ,A/V Equipment
214,LOFT STORY,"New York, Brooklyn","Steinway, Red Hook, Brooklyn","750  Manhattan Avenue 
2nd Floor
Brooklyn, NY 11222, US","Event Space, Unique",Seated: 150,A/V Equipment
215,Rosedale Kitchen and Bar,Austin,Rosedale,"3800 North Lamar 
Austin, TX 78756, US",Restaurant, ,Flexible Floor Plan
216,The Skywalker Room,Presidio,In-House Catering,San Francisco,,Seated: 70, 
217,The Royal Regency,Yonkers,Nepperham,"165 Tuckahoe Road 
Yonkers, NY 10710, US","Restaurant, Hotel",Seated: 50, 
218,The Bronx Brewery,"New York, Bronx","College Point, Mott Haven, Whitestone, Steinway, Bronx, Port Morris","856 E. 136th Street 
Bronx, NY 10454, US",, , 
219,The Righteous Room,Cincinnati,Central Business District,"641 WALNUT ST 
Cincinnati, OH 45202, US",, , 
220,INDUSTRY Salt Lake City,Salt Lake City,People's Freeway,"650 S 500 W 
Salt Lake City, UT 84101, US","Event Space, Theatre, Conference Center, Catering, Cocktail Lounge, Entertainment, Stadium", ,Fire Pit
221,Huertas,"107 1st Avenue 
New York, NY 10003, US",New York,,"Restaurant, Bar",Seated: 32, 
222,Alamo Drafthouse Cinema - Tempe,Tempe,,"1140 E. Baseline Rd.  
Tempe, AZ 85283, US","Theatre, Entertainment, Unique", ,Handicap Accessible
223,Alamo Drafthouse Cinemas - Yonkers,Yonkers,Beech Hill,"2548 Central Park Ave 
Yonkers, NY 10710, US","Event Space, Theatre, Unique", ,Ceremony Site
224,Harkins Theatres - Shea 14,Scottsdale,North Scottsdale,"7354 East Shea Boulevard 
Scottsdale, AZ 85260, US",Theatre, , 
225,Buck and Honey's - Monona,Monona,,"800 West Broadway 
Monona, WI 53713, US","Restaurant, Event Space", , 
226,Esters Wine Shop & Bar,"1314 7th Street 
Santa Monica, CA 90401, US",Santa Monica,,"Restaurant, Bar, Other, Cocktail Lounge, Unique",Seated: 70,A/V Equipment
227,City Winery Atlanta,Atlanta,Old Fourth Ward,"650 North Ave, Suite 201 
Atlanta, GA 30308, US","Restaurant, Event Space, Other, Wedding Venue, Cocktail Lounge, Entertainment, Night Club, Vineyard, Unique",Seated: 12,Ceremony Site
228,Royal Britannia Gastro Pub,Las Vegas,The Strip,"The Grand Canal Shoppes at The Venetian 3377 South Las Vegas Blvd, Suite 2085 
Las Vegas, NV 89109, US",Restaurant,Seated: 160,Bar Packages
229,Weddings on the Lake,Las Vegas,"Sheep Mountain, Desert Shores, Tule Springs","2620 Regatta Dr 
Las Vegas, NV 89128, US",Restaurant,Seated: 2, 
230,The Row Kitchen & Pub,Nashville,"Eastwood, Crieve Hall, Bordeaux, West Meade, Woodbine, Charlotte Park, Rosebank","110 Lyle Avenue 
Nashville, TN 37203, US","Restaurant, Bar, Entertainment",Seated: 150,Full Bar
231,The Imperial Room,"New York, Brooklyn","Steinway, Red Hook, Brooklyn","22 Skillman Ave 
Brooklyn, NY 11211, US",Restaurant, ,Flexible Floor Plan
232,The Royal Exchange,San Francisco,Financial District,"301 Sacramento Street 
San Francisco, CA 94111, US",,Seated: 200, 
233,City Bar Back Bay,Boston,"Back Bay-Beacon Hill, Back Bay","65 Exeter Street 
Boston, MA 02116, US","Restaurant, Cocktail Lounge", ,Bar Packages
234,The Ridley House & Heritage Ballrooms,Holmes,,"2107 MacDade Blvd 
Holmes, PA 19043 , US",Restaurant, ,Flexible Floor Plan
235,Gaylord Springs,Nashville,"Eastwood, Neelys Bend, Tulip Grove, Woodbine, Hermitage Hills, Rosebank","18 Springhouse Lane 
Nashville, TN 37214, US",Golf Course,Standing: 350,Dance Floor
236,PiNZ Milford,Milford,,"110 South Main Street  
Milford, MA 01757, US","Restaurant, Event Space, Other, Arcade, Bowling, Cocktail Lounge, Entertainment, Unique",Standing: 1100,A/V Equipment
237,Chef Adrianne's Vineyard Restaurant and Bar,Kendall,,"11715 Sherry Lane 
Kendall, FL 33183, US",Restaurant, ,A/V Equipment
238,Fat Bottom Brewing Co.,Nashville,"Eastwood, Bordeaux, West Meade, Woodbine, Charlotte Park","800 44th Ave N. 
Nashville, TN 37209, US",,Seated: 200, 
239,Crop On Air Studio,Cleveland,Downtown,"1075 Old River Road 
Cleveland, OH 44113, US",, , 
240,Cafritz,Accokeek,Outside Catering Allowed,"2001  Bryan Point Road 
Accokeek, MD 20607, US",,Seated: 150,A/V Equipment
241,Quality Eats,"New York, Manhattan","Tribeca, Red Hook, Manhattan"," 
New York, NY , US",Restaurant, , 
242,The George Jones,Nashville,"Eastwood, Crieve Hall, Bordeaux, West Meade, Woodbine, Charlotte Park, Rosebank","128 2nd Avenue North 
Nashville, TN 37201, US","Restaurant, Unique", , 
243,The Riverside Church,"New York, Manhattan","Morningside Heights, Steinway, Manhattan","490 Riverside Drive 
New York, NY 10027, US","Event Space, Gallery, Theatre, Other, Conference Center, Wedding Venue, Entertainment, Unique",Seated: 10,A/V Equipment
244,The Deacon,Philadelphia,,"1600 Christian Street 
2nd Floor (no elevator)
Philadelphia, PA 19146, US","Event Space, Other, Meeting Space, Hotel, Wedding Venue, Entertainment, Unique, Villa",Seated: 100,A/V Equipment
245,Cattlemens - Roseville,Roseville,Stoneridge,"2000 Taylor Road 
Roseville, CA 95678, US",Restaurant,Seated: 10,Full Bar
246,Ruth's Chris Steak House Bellevue,Bellevue,Downtown,"565 Bellevue Square 
Bellevue, WA 98004, US",,Seated: 55, 
247,Ruth's Chris Steak House Richmond,Midlothian,,"11500 W Huguenot Rd 
Midlothian, VA 23113, US",Restaurant, ,A/V Equipment
248,Ruth's Chris Steak House Weehawken,New York,Red Hook,"1000 Harbor Boulevard 
New York, NY 7086, US",,Seated: 145,A/V Equipment
249,Ruth's Chris Steak House Tulsa,Tulsa,In-House Catering,"8330 Riverside Pkwy 
Tulsa, OK 74137, US",,Seated: 80,A/V Equipment
250,Ruth's Chris Steak House Seattle,Seattle,"Downtown, International District","727 Pine Street 
Seattle, WA , US",,Seated: 100, 
251,Paesanos Riverwalk,San Antonio,"Downtown, Riverside","111 W. Crockett St. 
San Antonio, TX 78205, US",Restaurant, , 
252,Novecento Aventura,"Aventura, Aventura",,"18831 Biscayne Blvd 
 Aventura, FL 33180, US",Restaurant, ,A/V Equipment
253,OBON BISUTORO,Phoenix,,"2502 East Camelback Road 
Phoenix, AZ 85016, US","Restaurant, Bar", , 
254,Ai Fiori,"New York, Manhattan","Steinway, Red Hook, Garment District, Manhattan","400 Fifth Avenue 
New York, NY 10018, US",Restaurant, ,Coat Check
255,The Pines Weddings & Events,Davenport,Preferred Caterers Only,"4487  165th Avenue Southeast 
Davenport, ND 58021, US",,Seated: 400,A/V Equipment
256,Lookout Mountain Club - Fairyland,Lookout Mountain,,"1201  Fleetwood Drive 
Lookout Mountain, GA 30750, US",,Seated: 350,Great Views
257,Absinthe,Las Vegas,,"3570 South Las Vegas Boulevard 
Las Vegas, NV 89109, US",Event Space, , 
258,Paesanos Riverwalk,San Antonio,"Downtown, Riverside","111 W. Crockett St. 
San Antonio, TX 78205, US",Restaurant, , 
259,Garden Theater,Detroit,Midtown,"3929 Woodward Avenue 
Detroit, MI 48201, US","Event Space, Entertainment", ,Bar Packages
260,Bertucci's Reading,Reading,,"45 Walkers Brook Drive 
Reading, MA 01867, US",Restaurant, , 
261,Bertucci's Framingham,Framingham,,"150 Worcester Road 
Framingham, MA 01702, US",Restaurant, , 
262,Bertucci's Newington,Newington,,"2929 Berlin Turnpike 
Newington, CT 06111, US",Restaurant, , 
263,Prime: An American Kitchen & Bar,Huntington,Halesite,"117 North New York Avenue 
Huntington, NY 11743, US",Restaurant, ,Full Bar
264,Kinsmen Brewing Company,Southington,,"409  Canal Street 
Southington, CT 06479, US",,Seated: 220, 
265,Thurston Southern,Charleston,,"1033 Wappoo Road, Suite B 
Suite B
Charleston, SC 29407, US",, , 
266,"FishBones- 7005 County Road 46A. Lake Mary, Fl. 32746",Lake Mary,,"7005 County Road 
Lake Mary, FL 32746, US","Restaurant, Event Space, Entertainment", ,A/V Equipment
267,Wings Over the Rockies Air & Space Museum,Denver,"Central East Denver, Lowry Field","7711 East Academy Blvd 
Denver, CO 80230, US","Event Space, Entertainment, Unique",Standing: 3500,Ceremony Site
268,Bar Mezzana,Boston,South End,"360 Harrison Avenue 
Boston, MA 02118, US",Restaurant, ,Coat Check
269,The Sanctuary Hotel,New York,"Midtown, Williamsburg, Manhattan, Long Island","132 West 47th Street 
New York, NY 10036, US","Restaurant, Event Space, Meeting Space, Hotel", , 
270,Improper City,Denver,Five Points,"3201 WALNUT STREET 
Denver, CO 80205, US","Event Space, Food Truck, Entertainment, Food Hall, Unique", ,A/V Equipment
271,Juno Philly,Philadelphia,,"1033 Spring Garden Street 
Philadelphia, PA 19123, US","Restaurant, Bar, Unique",Seated: 100,Bar Packages
272,Paladar Cleveland,Woodmere,,"28601 Chagrin Boulevard 
Woodmere, OH 44122, US",Restaurant, , 
273,The Perry Club,"New York, Manhattan","West Village, Greenwich Village, Steinway, Red Hook, Manhattan","157  7th Avenue South 
New York, NY 10014, US","Restaurant, Event Space, Other, Unique",Seated: 40,Full Bar
274,Topgolf Houston-Spring,"Houston, Spring, Conroe",,"560  Spring Park Center Boulevard 
Spring, TX 77373, US","Restaurant, Event Space, Bar, Meeting Space, Cocktail Lounge, Entertainment, Golf Course, Unique",Seated: 1100, 
275,The Forum Events,Chandler,,"2301 South Stearman Drive 
Chandler, AZ 85286, US","Restaurant, Event Space, Bar, Banquet Hall, Other, Meeting Space, Conference Center, Cafe, Co-working Space, Cocktail Lounge, Bakery, Unique",Seated: 175,A/V Equipment
276,"WeWork 511 W 25th, NYC",New York,,"511 West 25th Street 
New York, NY 10001, US","Event Space, Meeting Space",Seated: 74, 
277,fourteensixteen,La Grange,,"14 W. Calendar Ave. 
La Grange, IL 60525, US",Restaurant, , 
278,King Estate Winery,Eugene,,"80854 Territorial Rd 
Eugene, OR 97405, US",,Seated: 100, 
279,Smoke Daddy - Wicker Park,Chicago,Wicker Park,"1804 W. Division St. 
Chicago, IL 60622, US","Restaurant, Food Truck, Catering, Unique", ,A/V Equipment
280,Golden,Golden,In-House Catering,"1299  Washington Avenue 
Golden, CO 80401, US",,Seated: 70,A/V Equipment
281,Earl's 377 Pizza & Bumbershoot BBQ,Argyle,,"427 U.S. 377 S 
Argyle, TX 76226, US",Restaurant, ,Patio
282,Char - Nashville,Nashville,"Green Hills, Crieve Hall, Southeast, Bordeaux, West Meade, Woodbine, Charlotte Park","3988 Hillsboro Pike 
Nashville, TN 37215, US",Restaurant, ,Full Bar
283,111 Minna Gallery,San Francisco,,"111 Minna Street 
San Francisco, CA 94105, US","Event Space, Gallery", ,A/V Equipment
284,Majordomo,Los Angeles,,"1725 Naud Street 
Los Angeles, CA 90012, US",, , 
285,Brooklyn Bowl - Nashville,Nashville,Germantown,"925 3rd Avenue North 
Nashville, TN 37201, US","Restaurant, Event Space, Bar, Meeting Space, Wedding Venue, Bowling, Entertainment, Unique",Standing: 1200,A/V Equipment
286,Nantucket Designer Beach House,Nantucket,Outside Catering Allowed,"63  Tom Nevers Road 
Nantucket, MA 02554, US",,Seated: 25,Great Views
287,Frontera Grill,Chicago,"River North, Near North","445  North Clark Street 
Chicago, IL 60654, US",,Seated: 100, 
288,The Riverwalk Chapel,Irving,,"4000 Riverwalk Lane 
Irving, TX 75063, US","Event Space, Wedding Venue", ,Ceremony Site
289,Sewickley Heights Golf Club,Sewickley,,"126 Backbone Rd 
Sewickley, PA 15143, US","Restaurant, Country Club, Wedding Venue, Golf Course", ,A/V Equipment
290, , , , , , , 
291,Michael's Santa Monica,"1147 Third Street 
Santa Monica, CA 90403, US","Los Angeles, Santa Monica, Beverly Hills",,"Restaurant, Event Space, Bar, Gallery, Wedding Venue, Catering",Seated: 150,A/V Equipment
292,Steins Beer Garden and Restaurant,Mountain View,Old Mountain View,"895 Villa Street 
Mountain View, CA 94041, US",Restaurant, , 
293,The Restaurant at Lighthouse Sound,Bishopville,In-House Catering,"12723  Saint Martins Neck Road 
Bishopville, MD 21813, US",,Seated: 200,Great Views
294,The Restaurant at Lighthouse Sound,Bishopville,In-House Catering,"12723  Saint Martins Neck Road 
Bishopville, MD 21813, US",,Seated: 200,Great Views
295,The Riverwalk Chapel,Irving,,"4000 Riverwalk Lane 
Irving, TX 75063, US","Event Space, Wedding Venue", ,Ceremony Site
296,1911 Tasting Room,Lafayette,,"2708 Lords Hill Rd 
Lafayette, NY 13084, US",,Seated: 250, 
297,Skull's Rainbow Room,Nashville,"Eastwood, Crieve Hall, Bordeaux, West Meade, Woodbine, Charlotte Park, Rosebank","222 Printers Alley 
Nashville, TN 37201, US","Restaurant, Event Space, Other, Wedding Venue, Cocktail Lounge, Entertainment, Unique", ,A/V Equipment
298,Isabel's Market + Eatery,Douglas,,"310 Blue Star Highway 
Douglas, MI 49406, US","Restaurant, Event Space, Banquet Hall, Cafe, Catering, Bakery", ,A/V Equipment
299,The San Francisco Mint,San Francisco,South Of Market,"88  5th Street 
San Francisco, CA 94103, US",,Seated: 1000,A/V Equipment
300,The Rainbow Lodge,Soda Springs,,"50080 Hampshire Rocks Road 
Soda Springs, CA 95728, US","Event Space, Wedding Venue, Inn, Unique", , 
301,SteamPlant Event Center,Salida,Outside Catering Allowed,"220 W. Sackett Ave. 
Salida, CO 81201, US","Event Space, Gallery, Theatre, Conference Center, Wedding Venue, Entertainment, Unique", ,A/V Equipment
302,Frontera Grill,Chicago,"River North, Near North","445  North Clark Street 
Chicago, IL 60654, US",,Seated: 100, 
303,Roister Restaurant,Chicago,,"951 W Fulton Market 
Chicago, IL 60607, US",Restaurant, , 
304,Aster Hall & Top Golf Swing Suite,Chicago,"River North, Streeterville","900 Michigan Avenue 
Chicago, IL 60611, US","Restaurant, Event Space, Other, Entertainment, Golf Course, Food Hall, Unique", ,Bar Packages
305,Orange Lawn Tennis Club,South Orange,,"305 North Ridgewood Road 
South Orange, NJ 07079, US","Event Space, Wedding Venue", , 
306,Fogo de Chão Baltimore,Baltimore,Inner Harbor,"600 East Pratt Street 
Baltimore, MD 21202, US",Restaurant, , 
307,L.A Inspired Glasshome ( CONTACT DIRECTLY FOR INFO ),"Arlington, Washington",Arlington View,"1519 12th Street South 
Arlington, VA 22204, US","Event Space, Residential, Unique",Seated: 30, 
308,Nantucket Designer Beach House,Nantucket,Outside Catering Allowed,"63  Tom Nevers Road 
Nantucket, MA 02554, US",,Seated: 25,Great Views
309,Whiskey Row Gilbert,Gilbert,In-House Catering,"323  North Gilbert Road 
Gilbert, AZ 85234, US",,Seated: 150,Handicap Accessible
310,Tierra Verde Golf Club,Arlington,Southwest,"7005 Golf Club Drive 
Arlington, TX 76001, US",, , 
311,Kemoll's Chop House,Maryland Heights,,"323 Westport Plaza Drive 
Maryland Heights, MO 63146, US","Restaurant, Event Space, Cocktail Lounge, Entertainment", ,Bar Packages
312,Mohawk Golf Club,Schenectady,In-House Catering,"1849 Union Street 
Schenectady, NY 12309, US",,Seated: 30,A/V Equipment
313,Ruth's Chris Steak House St. Louis Downtown,"Saint Louis, St. Louis",Downtown,"315 Chestnut Street 
St. Louis, MO 63102, US",,Seated: 95, 
314,Trevor's at the Tracks,San Juan Capistrano,,"26701 Verdugo Street 
San Juan Capistrano, CA 92675, US",, , 
315,The NOVO VIP Lounge - AEG Presents,Los Angeles,South Park,"800 W Olympic Blvd 
Los Angeles, CA 90015, US",,Seated: 150, 
316,Venezia Indoor/Outdoor Event Space,Boston,South Dorchester,"20  Ericsson Street 
Boston, MA 02122, US","Restaurant, Event Space, Bar, Banquet Hall, Wedding Venue, Catering, Cocktail Lounge, Unique",Seated: 350,A/V Equipment
317,Mitchell's Ocean Club - Columbus,Columbus,"Northeast, Easton","4002 Easton Station 
Columbus, OH 43219, US",Restaurant, ,Fire Pit
318,Encore St Kilda,St Kilda,,"6/10-18 Jacka Boulevard 
St Kilda, VIC 3182, AU","Event Space, Other, Conference Center, Wedding Venue, Catering, Unique", ,A/V Equipment
319,Logan's Roadhouse - Paducah,Paducah,,"5137 Hinkleville Road 
Paducah, KY 42001, US","Restaurant, Bar", , 
320,Whiskey Row Gilbert,Gilbert,,"323 North Gilbert Road 
Gilbert, AZ 85234, US","Restaurant, Event Space, Bar, Other, Meeting Space, Cocktail Lounge, Night Club",Seated: 250,A/V Equipment
321,Buca di Beppo Pasadena,Pasadena,"South, South Arroyo, South East","80 West Green Street 
Pasadena, CA 91105, US",Restaurant, , 
322,HQ Beercade - NASHVILLE,Nashville,"Eastwood, Crieve Hall, Bordeaux, West Meade, Woodbine, Charlotte Park, Rosebank","114 2nd Street South 
Nashville, TN 37201, US",,Seated: 125,Handicap Accessible
323,Guy Fieri's American Kitchen + Bar,Greensburg,,"5260 U.S. 30 
Greensburg, PA 15601, US","Restaurant, Bar", ,Outdoor Space
324,Cypriana,Baltimore,"Chinquapin Park-Belvedere, Tuscany-Canterbury","105 W 39th Street 
Baltimore, MD 21210, US",Restaurant, , 
325,Prestwick Golf Club,Woodbury,,"9555 Wedgewood Drive 
Woodbury, MN 55125, US",, , 
326,Verona Villa,Frisco,Outside Catering Allowed,"6591 Dallas Pkwy 
Frisco, TX 75034, US",, ,A/V Equipment
327,The Set Group LLC,Miami,"Allapattah, Wynwood","776  Northwest 21st Terrace 
Miami, FL 33127, US",,Seated: 150,A/V Equipment
328,The Pub Rookwood,Cincinnati,In-House Catering,"2692 Edmondson Rd. 
Cincinnati, OH 45208, US",, , 
329,The Rosa Restaurant,Portsmouth,," 70 State Street 
Portsmouth, NH 03801, US","Restaurant, Event Space", , 
330,Verona Villa,Frisco,Outside Catering Allowed,"6591 Dallas Pkwy 
Frisco, TX 75034, US",, ,A/V Equipment
331,Fieldstone at Bench Brewing,Lincoln,,"3991 King Street 
Lincoln, ON L0R 1B1, CA",, , 
332,Yellowfin Steak & Fish House,Edgewater,,"2840 Solomons Island Rd 
Edgewater, MD 21037, US",Restaurant, ,Patio
333,The Set Group LLC,Miami,"Allapattah, Wynwood","776  Northwest 21st Terrace 
Miami, FL 33127, US",,Seated: 150,A/V Equipment
334,The Pub Rookwood,Cincinnati,In-House Catering,"2692 Edmondson Rd. 
Cincinnati, OH 45208, US",, , 
335,The Rosa Restaurant,Portsmouth,," 70 State Street 
Portsmouth, NH 03801, US","Restaurant, Event Space", , 
336,The Mezzanine,"New York, Manhattan","Red Hook, Financial District, Manhattan","55 Broadway 
New York, NY 10006, US",Event Space,Standing: 300, 
337,The Mockingbird,Nashville,"Eastwood, Crieve Hall, Bordeaux, West Meade, Woodbine, Charlotte Park, Rosebank","121A 12th Avenue North 
Nashville, TN 37203, US",, , 
338,The Stumble Inn,"New York, Manhattan","College Point, Steinway, Upper East Side, Manhattan"," 1454 2nd Ave 
New York, NY 10021, US",Restaurant, ,A/V Equipment
339,Busboys and Poets - Baltimore,Baltimore,Charles Village,"3224 Saint Paul Street 
Baltimore, MD 21218, US",, , 
340,Lolo Pass,Portland,"Southwest Hills, Historic Milwaukie, Buckman, Forest Park","1616 East Burnside Street 
Portland, OR 97214, US","Event Space, Unique",Seated: 1, 
341,Camp Hale Weddings,Vail,,"POB 2018 
Vail, CO 81658, US",Unique,Standing: 300,Ceremony Site
342,Calcasieu,New Orleans,Lower Garden District,"930 Tchoupitoulas Street 
New Orleans, LA 70130, US","Event Space, Other, Wedding Venue", ,A/V Equipment
343,Olmsted,"New York, Brooklyn","Coney Island, Red Hook, Fort Green, Brooklyn, Prospect Heights","659 Vanderbilt Avenue 
Brooklyn, NY 11238, US",Restaurant, ,Patio
344,Gulf Coast Event Center,Gulfport,,"9475 Highway 49 
Gulfport, MS 39503, US",Unique,Standing: 300, 
345,Gathering Hall,Seattle,"Beacon Hill, International District, Holly Park","3815 S Othello St.  
Seattle, WA 98118, US","Event Space, Other, Wedding Venue", ,Ceremony Site
346,Vintage Brewing Company Sauk Prairie,Sauk City,,"600 Water St.  
Sauk City, WI 53583, US","Event Space, Other, Wedding Venue, Unique", , 
347,Vintage Brewing Company Madison,Madison,," 674 S. Whitney Way 
Madison, WI 53711, US",Other, , 
348,Hidden Lane Bar,New York,,"129 East 15th Street 
New York, NY 10003, US",Restaurant, , 
349,027 Uncle Julio's - Vernon Hills,Vernon Hills,In-House Catering,"850 North Milwaukee Avenue 
Vernon Hills, IL 60061, US",,Seated: 75,Street Parking
350,Crooked Pint Event Space MPLWD,Maplewood,,"1734 Adolphus Street 
Maplewood, MN 55117, US","Restaurant, Event Space, Other, Unique", ,A/V Equipment
351,Del Frisco's Grille Plano,Plano,,"7200  Bishop Road 
Ste D9
Plano, TX 75024, US",,Seated: 46,A/V Equipment
352,The Spot Winchester,Winchester,,"14 Thompson Street 
Winchester, MA 01890, US","Restaurant, Event Space", , 
353,Supernova,Seattle,"International District, Industrial District","110  South Horton Street 
Seattle, WA 98134, US","Event Space, Other, Entertainment, Night Club, Unique",Seated: 150, 
354,The Watershed,Tempe,,"5350 S Lakeshore Dr 
Tempe, AZ 85283, US",, ,A/V Equipment
355,The Late Late,"New York, Manhattan","Steinway, Red Hook, Lower East Side, Manhattan","159 E Houston Street 
New York, NY 10002, US",Restaurant, , 
356,Groton Inn & Suites,Groton,,"99 Gold Star Hwy 
Groton, CT 06340, US",, , 
357,Union Sushi + Barbeque Bar,Chicago,River North,"230 W Erie St 
Chicago, IL 60654, US",, ,Handicap Accessible
358,Bless the Occasion,Stone Mountain,Outside Catering Allowed,"6516  Rockbridge Road Southwest 
Stone Mountain, GA 30087, US",,Seated: 150,A/V Equipment
359,Toca Madera Scottsdale,Scottsdale,South Scottsdale,"4736 N Goldwater Blvd  
Scottsdale, AZ 85251, US","Restaurant, Event Space, Cocktail Lounge", ,Flexible Floor Plan
360,Glacial Till Vineyard and Winery,Palmyra,,"344 S. 2nd Rd 
Palmyra, NE 68418, US",, , 
361,Anamia's Tex Mex Southlake,Southlake,," 2980 E Southlake Blvd 
Southlake, TX 76092, US","Restaurant, Catering", , 
362,"Le Pain Quotidien - 85 Broad Street, NYC (Financial District)","New York, Manhattan","Red Hook, Financial District, Manhattan","85 Broad St 
New York, NY 10012, US",Restaurant, , 
363,Willamette Valley Vineyards,"Salem, Turner",Salem,"8800 Enchanted Way SE 
Turner, OR 97392, US",,Seated: 350,Pet Friendly
364,Moxie's Grill and Bar,Houston,"Galleria-Uptown, Spring Branch, Greater Uptown","5000 Westheimer Rd STE 250 
Houston, TX 77056, US",Restaurant,Standing: 316,Chef's Table
365,Student Center Complex at the University of Miami,Coral Gables,Outside Catering Allowed,"1330  Miller Drive 
Coral Gables, FL 33146, US",,Seated: 1000,A/V Equipment
366,Revolution Hall,Portland,"Southwest Hills, Historic Milwaukie, Buckman, Forest Park","1300 Southeast Stark Street 
Ste 110
Portland, OR 97214, US",,Seated: 150,Rooftop
367,Holman's Table,St Paul,,"644 Bayfield St 
St Paul, MN 55107, US",Restaurant, , 
368,Revolution Hall,Portland,"Southwest Hills, Historic Milwaukie, Buckman, Forest Park","1300 Southeast Stark Street 
Ste 110
Portland, OR 97214, US",,Seated: 150,Rooftop
369,Student Center Complex at the University of Miami,Coral Gables,Outside Catering Allowed,"1330  Miller Drive 
Coral Gables, FL 33146, US",,Seated: 1000,A/V Equipment
370,"Le Pain Quotidien - 85 Broad Street, NYC (Financial District)","New York, Manhattan","Red Hook, Financial District, Manhattan","85 Broad St 
New York, NY 10012, US",Restaurant, , 
371,Penn Cinema,Lititz,In-House Catering,"541 Airport Road 
Lititz, PA 17543, US",Theatre, , 
372,Moxie's Grill and Bar,Houston,"Galleria-Uptown, Spring Branch, Greater Uptown","5000 Westheimer Rd STE 250 
Houston, TX 77056, US",Restaurant,Standing: 316,Chef's Table
373,200 South,Pensacola,,"200 South Palafox Street 
Pensacola, FL 32502, US",, , 
374,Brü Grill & Market,Lake Forest,In-House Catering,"23730 El Toro Road 
Lake Forest, CA 92630, US",,Seated: 68,Street Parking
375,NC Museum of Art,Raleigh,Northwest,"2110 Blue Ridge Road 
Raleigh, NC 27607, US","Restaurant, Other", , 
376,Barrio Queen - Queen Creek,Queen Creek,," 21156 S. Ellsworth Loop Rd 
Queen Creek, AZ 85142, US","Restaurant, Catering",Seated: 15,Flexible Floor Plan
377,ameriCAN,Las Vegas,The Strip,"The LINQ Promenade 
Las Vegas, NV 89109, US",Restaurant, , 
378,Riverhorse on Main,Park City,Old Town,"540  Main Street 
Park City, UT 84060, US",,Seated: 140, 
379,Friend of a Farmer,New York,,"77 Irving Place 
New York, NY 10003, US",Restaurant, , 
380,Exxir Hospitality,Dallas,Oak Cliff,"308 N Bishop Ave 
Dallas, TX 75208, US","Restaurant, Event Space, Bar, Cocktail Lounge, Unique",Seated: 130,Flexible Floor Plan
381,SHOREbar,Santa Monica,,"112 W Channel Rd  
Santa Monica, CA 90402, US",Cocktail Lounge, , 
382,Harpoon Brewery and Beer Hall,Boston,South Boston,"306 Northern Avenue 
Boston, MA 02210, US",Unique, , 
383,True Food Kitchen - Atlanta/Lenox Square,Atlanta,"Buckhead, Lenox","3393 Peachtree Rd. NE 
Atlanta, GA 30326, US",, , 
384,Wildhorse Saloon,Nashville,"Eastwood, Crieve Hall, Bordeaux, West Meade, Woodbine, Charlotte Park, Rosebank","120 2nd Avenue North 
Nashville, TN 37201, US","Restaurant, Entertainment", , 
385,Private Dining by Sepia,Chicago,"West Loop, West Loop Gate","123 N. Jefferson St. 
Chicago, IL 60661, US",Restaurant,Standing: 60, 
386,620 Loft & Garden,"New York, Manhattan","Midtown, Steinway, Red Hook, Manhattan","620 Fifth Ave 
New York, NY 10022, US",,Seated: 20, 
387,Ohme Gardens,Wenatchee,,"3327  Ohme Road 
Wenatchee, WA 98801, US",, , 
388,Mile Marker One,Gloucester,,"75 Essex Avenue  
Gloucester, MA 01930, US","Restaurant, Event Space, Hotel",Seated: 20, 
389,Stella Mare's,Santa Barbara,"Waterfront, East Beach","50 Los Patos Way 
Santa Barbara, CA 93108, US",Restaurant, , 
390,Stubbs Bar-B-Q,Austin,Downtown,"801 Red River Street 
Austin, TX 78701, US","Restaurant, Event Space, Other, Wedding Venue, Catering, Cocktail Lounge, Entertainment",Standing: 2200,A/V Equipment
391,Good City Brewing Company,Milwaukee,,"2108 N. Farwell Ave. 
Milwaukee, WI 53202, US",Other, , 
392,Lola 42,Boston,South Boston,"22 Liberty Drive 
Boston, MA 02210, US",Restaurant,Standing: 125,A/V Equipment
393,Corrigan's Mayfair,London,,"28 Upper Grosvenor Street 
London, ENG W1K 7EH, GB",Restaurant, ,Chef's Table
394,Wright’s Dairy Farm and Bakery,North Smithfield,,"200 Woonsocket Hill Road 
North Smithfield, RI 02896, US",Unique, , 
395,"The Standard, Ibiza",Eivissa,,"9 Carrer de Bartomeu Vicent Ramon 
Eivissa, IB 07800, ES",Hotel, ,Hotel Parking
396,The LeFrak Center at Lakeside,"New York, Brooklyn","Coney Island, Flatbush, Red Hook, Brooklyn, Prospect Park","171 East Drive 
Brooklyn, NY 11225, US","Restaurant, Entertainment",Seated: 10, 
397,The Restaurants at 70 Pine,"New York, Manhattan","Financial District, Manhattan","70 Pine Street 
New York, NY 10005, US",Restaurant, ,Bar Packages
